"조서관리코드","프로젝트코드","지자체","조서유형(구분)","대분류","중분류","소분류","위치명","지역명","면적기정","면적증감코드","면적변경","면적변경후","결정고시관리코드"
"11000AGZ198504032330","11000PPL198504036832","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","소공동 17번지일대","소공4-1도시환경정비지구","3378.1","","","2472","11000NTC198504036832"
"11000AGZ198504032331","11000PPL198504036832","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","소공동 111번지일대","소공4-2도시환경정비지구","3115","","","4030.1","11000NTC198504036832"
"11000AGZ198504032332","11000PPL198504036832","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","태평로2가 43일대","소공4-3도시환경정비지구","3197","","","3197","11000NTC198504036832"
"11000AGZ198505012337","11000PPL198505016898","서울특별시","변경","의제처리구역","정비구역","주택재개발사업지구","성동구 하왕십리동 890번지 일대","하왕제1구역제1지구","","","","63270","11000NTC198505016898"
"11000AGZ198505142339","11000PPL198505146936","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","서린동 33번지 일대(41필지)","서린구역제12지구","7363.4","","","7472.1","11000NTC198505146936"
"11000AGZ198505172340","11000PPL198505176942","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","강동구 천호동 410-90외 214필지","천호제2구역","8834","","","9169","11000NTC198505176942"
"11000AGZ198505232341","11000PPL198505236956","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","강남구 반포동 539번지 일원","반포1구역","0","","","25023","11000NTC198505236956"
"11000AGZ198505232342","11000PPL198505236956","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","서울특별시 강동구 천호동 410번지 일원","천호3구역","0","","","6970","11000NTC198505236956"
"11000AGZ198505232343","11000PPL198505236956","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","서울특별시 서대문구 대현동 61번지 일원","대현1주택재개발정비구역","0","","","40870","11000NTC198505236956"
"11000AGZ198408132229","11000PPL198408136236","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","중구 남대문로 5가 301번지 일대","양동5도시환경정비지구","5907","","","6060.2","11000NTC198408136236"
"11000AGZ198404272165","11000PPL198404275987","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","","6지구","0","","","2631","11000NTC198404275987"
"11000AGZ198404272166","11000PPL198404275987","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","도렴동 110-1","도렴24도시환경정비지구","2014","","","2553","11000NTC198404275987"
"11000AGZ198404272167","11000PPL198404275987","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","","9지구","0","","","3574","11000NTC198404275987"
"11000AGZ198404272168","11000PPL198404275987","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","도렴동 115-1","29지구","873","","","0","11000NTC198404275987"
"11000AGZ198404272169","11000PPL198404275987","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","내수동 10-2","30지구","1005","","","0","11000NTC198404275987"
"11000AGZ198404272170","11000PPL198404275987","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","신문로 2-7도시환경정비지구","","","","1085","11000NTC198404275987"
"11000AGZ198412072302","11000PPL198412076499","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","수하동 30번지 일대","을지로2가구역제13지구","3815","","","3580.2","11000NTC198412076499"
"11000AGZ198404272171","11000PPL198404275987","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","","3지구","0","","","2821","11000NTC198404275987"
"11000AGZ198404272172","11000PPL198404275987","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","중구 태평로 2가동 120번지 일대","서소문4도시환경정비지구","5405","","","5417.9","11000NTC198404275987"
"11000AGZ198404272173","11000PPL198404275987","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","","1지구","0","","","2720","11000NTC198404275987"
"11000AGZ198404272175","11000PPL198404275987","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","","4지구","0","","","3035","11000NTC198404275987"
"11000AGZ198404272176","11000PPL198404275987","서울특별시","신설","의제처리구역","정비구역","재개발사업지구","","명동5도시환경정비지구","0","","","1364","11000NTC198404275987"
"11000AGZ198404272177","11000PPL198404275987","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","","2지구","0","","","2732","11000NTC198404275987"
"11000AGZ198404272178","11000PPL198404275987","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","","2지구","0","","","4911","11000NTC198404275987"
"11230AGZ202110250002","11230PPL202110250004","동대문구","변경","의제처리구역","정비구역","주택재개발사업구역","동대문구 전농동 440-9번지 일대 ","전농7재정비촉진구역 ","151792.4","2","0.1","151792.3","11230NTC202110250004"
"11440AGZ202301040001","11440PPL202301040003","마포구","변경","의제처리구역","정비구역","주택재개발사업구역","서울시 마포구 공덕동 119번지 일원","공덕 제6주택재개발정비사업","11326","2","24.6","11301.4","11440NTC202301040003"
"11590AGZ202301020001","11590PPL202301020002","동작구","변경","의제처리구역","정비구역","주택재건축사업","동작구 사당동 42번지 일대","사당3재건축정비사업","30221.2","2","159.8","30061.4","11590NTC202301020002"
"11500AGZ202301200001","11500PPL202301200001","강서구","변경","의제처리구역","정비구역","주택재건축사업","강서구 마곡동 725-1번지 일대","긴등마을 재정비촉진구역","31668","2","37","31631","11500NTC202301200001"
"11000AGZ202301300002","11000PPL202301300003","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","노량진동 278-2번지 일대 ","노량진1재정비촉진구역 ","132287","2","100","132187","11000NTC202301300004"
"11170AGZ202301300001","11170PPL202301300008","용산구","변경","의제처리구역","정비구역","도시환경정비사업구역","용산구 한강로2가 2-116호 일대","신용산역 북측 제1구역 도시정비형 재개발구역","14057","2","93.9","13963.1","11170NTC202301300007"
"11230AGZ202209280001","11230PPL202209280003","동대문구","변경","의제처리구역","정비구역","주택재개발사업구역","동대문구 신설동 92-5번지 일대 ","신설 제1 주택정비형 공공재개발사업 ","11204.15","","","11204.15","11230NTC202302060002"
"11140AGZ202302070001","11140PPL202302070001","중구","변경","의제처리구역","정비구역","도시환경정비사업지구","중구 남대문로5가 580번지 일대","양동구역 제11.12지구","3565.9","1","30","3595.9","11140NTC202302070001"
"11140AGZ202302130001","11140PPL202302130001","중구","변경","의제처리구역","정비구역","주택재개발사업구역","서울특별시 중구 신당동 321번지 일대","신당 제8구역 주택재개발정비사업","58439.3","1","212","58651.3","11140NTC202302130001"
"11000AGZ202302210002","11000PPL202302210004","성북구","변경","의제처리구역","정비구역","주택재개발사업구역","성북구 장위동 25-55일대 ","장위6구역 ","105163.9","2","27","105136.9","11380NTC202302210002"
"11170AGZ202212160002","11170PPL202212160001","용산구","변경","의제처리구역","정비구역","주택재개발사업구역","서울특별시 용산구 보광동360 일대 ","한남4 재정비촉진구역 ","162163","2","2007","160156","11170NTC202302230011"
"11140AGZ202202090006","11140PPL202202090004","중구","변경","의제처리구역","정비구역","도시환경정비사업구역","중구 중림동, 서대문구 충정로3가 일대","마포로5 도시정비형 재개발구역","61730.1","2","347.3","61382.8","11000NTC202203250004"
"11140AGZ202202090007","11140PPL202202090004","중구","변경","의제처리구역","정비구역","도시환경정비사업구역","중구 순화동 6-11번지 일대","마포로5 도시정비형 재개발구역 제9-1지구","1938.9","2","347.3","1591.6","11000NTC202203250004"
"11200AGZ202302270001","11200PPL202302270006","성동구","변경","의제처리구역","정비구역","주택재개발사업구역","성동구 금호동4가 480번지 일대","금호 제14-1 주택재개발 정비사업","5127.2","1","17.5","5144.7","11200NTC202302270005"
"11680AGZ202212050001","11680PPL202212050007","강남구","신설","의제처리구역","정비구역","재건축사업구역","강남구 대치동 316번지 일대 ","은마아파트 재건축 정비구역 ","0","1","243552.6","243552.6","11680NTC202303030002"
"11560AGZ202302170001","11560PPL202302170002","영등포구","변경","의제처리구역","정비구역","도시환경정비사업구역","영등포구 양평동1가 243-1번지 일대","양평제12 도시환경정비구역","37561.8","1","0.8","37562.6","11560NTC202302170002"
"11000AGZ202303060001","11000PPL202303060007","서울특별시","신설","의제처리구역","정비구역","주택재건축사업","서초구 청두곶8길 16-9 일대 ","방배15 주택재건축 정비사업 ","0","1","84934","84934","11000NTC202303060007"
"11000AGZ202303060002","11000PPL202303060006","서울특별시","변경","의제처리구역","정비구역","주택재건축사업","관악구 봉천동 728-57번지 일대","봉천1-1 주택재건축 정비구역","34142","1","1471.8","35613.8","11000NTC202303060006"
"11260AGZ202302010001","11260PPL202302010001","중랑구","변경","의제처리구역","정비구역","주택재건축사업","중랑구 면목동 55-14번지 일대","면목4 주택재건축정비구역","14918.9","1","25.8","14944.7","11260NTC202302010001"
"11680AGZ202303080001","11680PPL202303080005","강남구","변경","의제처리구역","정비구역","주택재건축사업","서울특별시 강남구 개포동 189번지 일대","개포주공4단지 주택재건축정비사업","179794.9","2","0.4","179794.5","11680NTC202303080003"
"11710AGZ202303150001","11710PPL202303150004","송파구","변경","의제처리구역","정비구역","주택재건축사업","송파구 잠실동 320번지 일대","잠실우성4차아파트 주택재건축 정비구역","31961.1","","","31961.1","11710NTC202303150003"
"11410AGZ202303150001","11410PPL202303150002","서대문구","변경","의제처리구역","정비구역","주택재건축사업","서울시 서대문구 홍은동 104-4번지 일원","홍은제1 주택재건축 정비사업","19070","1","99.1","19169.1","11410NTC202303150002"
"11000AGZ202303220003","11000PPL202303220003","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","동대문구 용두동 23-8번지 일대 ","용두1(2지구) 재정비촉진구역  (도시정비형재개발사업) ","3701","2","40.6","3660.4","11000NTC202303220003"
"11410AGZ202303150002","11410PPL202303150001","서대문구","변경","의제처리구역","정비구역","주택재건축사업","서대문구 홍은동 338-5번지 일대","홍은 제2주택재건축 정비구역","33199","1","1188.2","34387.2","11410NTC202303150001"
"11230AGZ202303210001","11230PPL202303210002","동대문구","변경","의제처리구역","정비구역","주택재개발사업구역","동대문구 용두동 753-9번지 일대","용두제6구역 주택재개발정비사업","53370","2","120","53250","11230NTC202303210002"
"11260AGZ202301040001","11260PPL202301040001","중랑구","신설","의제처리구역","정비구역","재건축사업구역","중랑구 중화동 195-2번지 일대 ","중화동 우성타운 재건축정비구역 ","0","1","10388","10388","11260NTC202301040001"
"11590AGZ202303290001","11590PPL202303290002","동작구","변경","의제처리구역","정비구역","재건축사업구역","동작구 사당동 42번지 일대","사당3 재건축정비사업","30061.4","1","8","30069.4","11590NTC202303290002"
"11000AGZ202304050002","11000PPL202304050003","은평구","변경","의제처리구역","정비구역","주택재개발사업구역","증산동 216번지 일원 ","증산2재정비촉진구역","78755.2","2","28","78727.2","11380NTC202304050001"
"11000AGZ202304050004","11000PPL202304050005","은평구","변경","의제처리구역","정비구역","주택재개발사업구역","수색동 412 일대 ","수색7재정비촉진구역 ","31402.8","1","29.5","31432.3","11380NTC202304050003"
"11000AGZ202304050006","11000PPL202304050006","은평구","변경","의제처리구역","정비구역","주택재개발사업구역","수색동 341번지 일원 ","수색13 주택재개발사업 ","69681","2","169.6","69511.4","11380NTC202304050004"
"11680AGZ202304060002","11680PPL202304060001","강남구","변경","의제처리구역","정비구역","주택재건축사업","역삼동 758번지 일대","역삼동 758번지일대 주택재건축정비사업","12263.1","2","11","12252.1","11680NTC202304060001"
"11000AGZ202304150001","11000PPL202304150001","은평구","변경","의제처리구역","정비구역","주택재개발사업구역","수색동 30-2번지 일원 ","수색9 재정비촉진구역 주택재개발사업 ","36348.1","2","6.9","36341.2","11380NTC202304150001"
"11230AGZ202304250001","11230PPL202304250011","동대문구","변경","의제처리구역","정비구역","주거환경개선사업","제기동 122번지 일대","제기1주거환경개선지구","9945","2","79","9866","11230NTC202304250010"
"11000AGZ202104130004","11000PPL202304250001","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","송파구 거여동 202번지 일대","거여2재정비촉진구역(주택재개발사업)","160216.1","1","745.6","160961.7","11000NTC202304250001"
"11000AGZ201101188965","11230PPL202304250007","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","동대문구 용두동 11-1일대","청량리3 재정비촉진구역","7011.6","1","9","7020.6","11230NTC202304250007"
"11000AGZ201804279306","11170PPL202304250010","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","용산구 한강로3가 40번지 및 한강로2가 402번지 일대","용산역전면 도시정비형재개발구역","62844.77","2","221.1","62623.67","11170NTC202304250009"
"11170AGZ202304250001","11170PPL202304250010","용산구","변경","의제처리구역","정비구역","도시환경정비사업구역","한강로3가 40-708일대","1-1구역","2749.6","2","16.6","2733","11170NTC202304250009"
"11170AGZ202304250002","11170PPL202304250010","용산구","기정","의제처리구역","정비구역","도시환경정비사업구역","한강로3가 40-712일대","1-2구역","8527.4","","","8527.4","11170NTC202304250009"
"11170AGZ202304250003","11170PPL202304250010","용산구","기정","의제처리구역","정비구역","도시환경정비사업구역","한강로2가 391일대","2구역","8705.5","","","8705.5","11170NTC202304250009"
"11000AGZ202304250003","11000PPL202304250002","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","송파구 거여동 549번지 일원 ","거여새마을 재정비촉진구역  (주택재개발사업) ","0","1","71922.4","71922.4","11000NTC202304250002"
"11305AGZ202303280003","11305PPL202303280003","강북구","신설","의제처리구역","정비구역","도시환경정비사업구역","강북구 미아동 45-32일대","강북3 재정비촉진구역","0","1","24348.9","24348.9","11305NTC202305080002"
"11710AGZ202305090001","11710PPL202305090003","송파구","변경","의제처리구역","정비구역","주택재건축사업","송파구 문정로 125(가락동 199)","가락프라자아파트 주택재건축사업","45808.4","1","0.4","45808.8","11710NTC202305090002"
"11290AGZ202208110001","11290PPL202208110004","성북구","변경","의제처리구역","정비구역","주택재개발사업구역","성북구 정릉동 175번지 일대","길음5재정비촉진구역(주택정비형재개발사업)","35388","1","945.9","36333.9","11290NTC202305090006"
"11410AGZ202303150003","11410PPL202305160004","서대문구","변경","의제처리구역","정비구역","주택재건축사업","서대문구 홍은동 338-5번지 일대","홍은 제2주택재건축 정비구역","34387.2","1","3","34390.2","11410NTC202305160001"
"11000AGZ202301100001","11000PPL202301100003","서울특별시","변경","의제처리구역","정비구역","재건축사업구역","강남구 청담동 134-18 번지 일원 ","청담삼익아파트 재건축사업 ","61978","2","154.1","61823.9","11000NTC202301100002"
"11530AGZ202211110001","11530PPL202211110001","구로구","신설","의제처리구역","정비구역","재건축사업구역","구로구 고척동 52-332번지 일대 ","고척동 한효아파트 재건축정비구역 ","0","1","17192","17192","11530NTC202301190003"
"11000AGZ202303220002","11000PPL202303220003","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","동대문구 용두동 26일대 ","용두1 재정비촉진구역 ","51706.5","2","40.6","51665.9","11000NTC202303220003"
"11170AGZ202304250004","11170PPL202304250010","용산구","기정","의제처리구역","정비구역","도시환경정비사업구역","한강로2가 342일대","3구역","11961.4","","","11961.4","11170NTC202304250009"
"11000AGZ202305240002","11000PPL202305240003","동작구","변경","의제처리구역","정비구역","주택재개발사업구역","노량진동 270-3번지 일대","노량진5재정비촉진구역","38017","2","208","37809","11590NTC202305240002"
"11000AGZ202305240003","11000PPL202305240003","동작구","변경","의제처리구역","정비구역","주택재개발사업구역","대방동 23-61번지 일대","노량진8재정비촉진구역","55742.9","1","90","55832.9","11590NTC202305240002"
"11000AGZ201905210647","11230PPL202306010004","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동대문구 청량리동 199번지 일대","청량리제7 주택재개발정비구역","34997.3","1","276.4","35273.7","11230NTC202306010006"
"11560AGZ202301190001","11560PPL202301190003","영등포구","변경","의제처리구역","정비구역","도시환경정비사업지구","영등포구 문래동2가  26번지 일원","문래동2가A 도시정비형  재개발구역 4지구","3214.7","2","123.4","3338.1","11560NTC202306020002"
"11000AGZ201812190110","11000PPL202306080001","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서울시 서대문구 북아현동 174번지 일대","주택재개발사업(북아현1구역)","244806.8","2","1753.2","243053.6","11000NTC202306080001"
"11000AGZ201812190111","11000PPL202306080001","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서울시 서대문구 북아현동 1-954번지 일대","주택재개발사업(1-1구역)","77825.5","2","1753.2","76072.3","11000NTC202306080001"
"11440AGZ202306070001","11440PPL202306070002","마포구","변경","의제처리구역","정비구역","도시환경정비사업구역","마포구 아현동 609-3번지 일대","마포로3구역","40044.3","1","53.2","40097.5","11440NTC202306070004"
"11440AGZ202306070002","11440PPL202306070002","마포구","변경","의제처리구역","정비구역","도시환경정비사업지구","아현동 270-11번지 일대","4-2지구","1192.8","1","53.2","1246","11440NTC202306070004"
"11000AGZ202306020002","11000PPL202306020003","동작구","변경","의제처리구역","정비구역","주택재개발사업구역","","흑석9재정비촉진구역","94577.8","1","36.4","94614.2","11590NTC202306020003"
"11560AGZ202306160001","11560PPL202306160001","영등포구","변경","의제처리구역","정비구역","도시환경정비사업구역","영등포구 문래동1가 74번지 일원","문래동1가A 도시정비형 재개발구역","45884.1","2","881.2","45002.9","11560NTC202306160002"
"11560AGZ202306160002","11560PPL202306160001","영등포구","변경","의제처리구역","정비구역","도시환경정비사업구역","영등포구 문래동1가 64번지 일원","문래동1가B 도시정비형 재개발구역","27878.3","2","185.9","27692.4","11560NTC202306160002"
"11440AGZ202304040001","11440PPL202304040007","마포구","변경","의제처리구역","정비구역","도시환경정비사업구역","마포구 노고산동  107-1번지 일대","신촌지역 마포4  도시정비형 재개발구역","50515.7","1","2067.9","52583.6","11440NTC202305300002"
"11260AGZ202305100001","11260PPL202305100004","중랑구","신설","의제처리구역","정비구역","도시환경정비사업구역","상봉동 50-1번지 일대","상봉10재정비촉진구역","0","1","12008.6","12008.6","11260NTC202306200002"
"11140AGZ202201110004","11140PPL202201110001","중구","변경","의제처리구역","정비구역","도시환경정비사업지구","태평로1가 29-1번지 일대 ","무교다동 11지구","1370","","","1370","11000NTC202203250005"
"11140AGZ202201110010","11140PPL202201110001","중구","변경","의제처리구역","정비구역","","다동 127번지 일대 ","무교다동 23-1지구","1330","2","1270.9","59.1","11000NTC202203250005"
"11140AGZ202201110018","11140PPL202201110001","중구","변경","의제처리구역","정비구역","도시환경정비사업지구","다동 123-7번지 일대 ","무교다동 23-9지구 ","1330","2","1141.4","188.6","11000NTC202203250005"
"11140AGZ202201110027","11140PPL202201110001","중구","변경","의제처리구역","정비구역","도시환경정비사업지구","다동 114번지일대 ","무교다동 24-6지구 ","1353","2","1230.4","122.6","11000NTC202203250005"
"11140AGZ202201110025","11140PPL202201110001","중구","변경","의제처리구역","정비구역","도시환경정비사업지구","다동 115번지 일대 ","무교다동 24-4지구 ","1353","2","962.2","390.8","11000NTC202203250005"
"11140AGZ202201070001","11140PPL202201070003","중구","변경","의제처리구역","정비구역","도시환경정비사업지구","다동 130번지 일대","무교다동구역 제16지구","2812.7","1","718.4","3531.1","11000NTC202209270005"
"11000AGZ201708039258","11110PPL202305090007","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","종로구 교남동 28번지  일원","돈의문2재정비촉진구역","6801.4","1","34.3","6835.7","11110NTC202306160001"
"11140AGZ202201110023","11140PPL202201110001","중구","변경","의제처리구역","정비구역","도시환경정비사업지구","다동 120번지 ","무교다동 24-2지구 ","1353","2","1077.6","275.4","11000NTC202203250005"
"11140AGZ202201110021","11140PPL202201110001","중구","변경","의제처리구역","정비구역","도시환경정비사업지구","다동 122-1번지 일대 ","무교다동 23-12지구 ","1330","2","1047.6","282.4","11000NTC202203250005"
"11140AGZ202201110009","11140PPL202201110001","중구","변경","의제처리구역","정비구역","도시환경정비사업지구","다동 98-2번지 일대 ","무교다동 22-3지구 ","1057","2","931.6","125.4","11000NTC202203250005"
"11140AGZ202201110017","11140PPL202201110001","중구","변경","의제처리구역","정비구역","도시환경정비사업지구","다동 121-2번지 일대 ","무교다동 23-8지구 ","1330","2","1141.9","188.1","11000NTC202203250005"
"11000AGZ202306180001","11000PPL202306180001","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서울시 서대문구 북아현동 174번지 일대","주택재개발사업(북아현1구역)","243053.6","1","1102","244155.6","11000NTC202306180001"
"11000AGZ202306180002","11000PPL202306180001","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서울시 서대문구 북아현동  1-954번지 일대","주택재개발사업(북아현1-1구역)","76072.3","1","1102","77174.3","11000NTC202306180001"
"11470AGZ202307050002","11470PPL202307050003","양천구","변경","의제처리구역","정비구역","주택재개발사업구역","양천구 신정동 1162번지 일대","신정2재정비촉진구역","105685.6","2","13","105672.6","11470NTC202307050003"
"11000AGZ202011160002","11230PPL202307110006","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동대문구 청량리동 435번지 일대","청량리 제8구역 주택재개발정비구역","28996.59","2","16.59","28980","11230NTC202307110005"
"11000AGZ200306254135","11000PPL200306254456","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동작구 상도동 348번지 일대","상도제3주택재개발구역","22593","","","22578.5","11000NTC200306254456"
"11000AGZ200306254174","11000PPL200306254460","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","중구 을지로4가 310번지 일대","세운상가구역(제27-1지구)","1591.1","","","1591.1","11000NTC200306254460"
"11000AGZ200306264136","11000PPL200306264476","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","은평구 불광동 1번지 일대","불광제2주택재개발구역","44628","","","44937","11000NTC200306264476"
"11000AGZ200306264137","11000PPL200306264477","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동작구 상도동 산49-139번지 일대","상도제6주택재개발구역","42009","","","42009","11000NTC200306264477"
"11000AGZ200306264138","11000PPL200306264478","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","구로구 고척동 1번지 일대","고척2주택재개발정비구역","55508","","","55459","11000NTC200306264478"
"11000AGZ200306264139","11000PPL200306264479","서울특별시","변경","의제처리구역","정비구역","주거환경개선사업","관악구 봉천동 860-3번지 일대","봉천10-3주거환경개선지구","2985.04","","","3131.6","11000NTC200306264479"
"11000AGZ201602198549","11000PPL201512167673","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서대문구 홍은동 19-19번지","홍은제14주택재개발정비구역","22934","2","4","22930","11000NTC201512167673"
"11000AGZ201003168941","11000PPL201002044488","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","서대문구 아현동, 충정로2가, 충정로3가, 미근동 일대","마포로4구역도시환경정비구역","44722.2","1","1004","45726.2","11000NTC201002044488"
"11000AGZ201003177842","11000PPL200910013918","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","용강동 91-1번지 일대","용강3주택재개발정비구역","30653.4","1","58","30711.4","11000NTC200910013918"
"11000AGZ201003189856","11000PPL200912104228","서울특별시","신설","의제처리구역","정비구역","주택재건축사업","마포구 창전동 17-19외 88필지","창전1구역 주택재건축 정비구역","","","","14416.78","11000NTC200912104228"
"11000AGZ200811277618","11000PPL200711291620","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동 2039일대","신길7주택재개발정비구역","","","","94526","11000NTC200711291620"
"11000AGZ200811277619","11000PPL200711291620","서울특별시","신설","의제처리구역","정비구역","재개발사업구역","영등포구 신길동 3163일대","신길8주택재개발정비구역","","","","32241","11000NTC200711291620"
"11000AGZ200811277620","11000PPL200711291620","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동 240-16일대","신길9주택재개발정비구역","","","","73135","11000NTC200711291620"
"11000AGZ200811277621","11000PPL200711291620","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동 329-94일대","신길11주택재개발정비구역","","","","50993","11000NTC200711291620"
"11000AGZ200811277622","11000PPL200711291620","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동 337-246일대","신길12주택재개발정비구역","","","","52797","11000NTC200711291620"
"11000AGZ200811277623","11000PPL200711291620","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동 347-50일대","신길14주택재개발정비구역","","","","27848","11000NTC200711291620"
"11000AGZ200811277624","11000PPL200711291620","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동 276-1일대","신길15주택재개발정비구역","","","","105733","11000NTC200711291620"
"11000AGZ200811277625","11000PPL200711291620","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동 314-4일대","신길16주택재개발정비구역","","","","80272","11000NTC200711291620"
"11000AGZ200811277626","11000PPL200808142121","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","성북구 안암동 3가 132-17번지 일대","안암2주택재개발정비구역","","1","11189.2","11189.2","11000NTC200808142121"
"11000AGZ200811277627","11000PPL200704260962","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","성동구 상왕십리동 12-37번지 일대","왕십리2주택재개발정비구역","68812","1","378","69190","11000NTC200704260962"
"11000AGZ199206240295","11000PPL199206243155","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서울 중구 신당동 333번지 일원","신당제4구역","86229","","","85595","11000NTC199206243155"
"11000AGZ199206270318","11000PPL199206273169","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","서울 동작구 본동 149번지 일대","본동3구역","0","","","6108","11000NTC199206273169"
"11000AGZ199207140241","11000PPL199207143199","서울특별시","변경","의제처리구역","정비구역","주거환경개선사업","종로구 명륜3가 1-100번지일대","명륜1주거환경개선지구","0","","","9533.4","11000NTC199207143199"
"11000AGZ199207140291","11000PPL199207143196","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","관악구 봉천동 산89번지 일대","봉천7-2구역","169209","","","93249","11000NTC199207143196"
"11000AGZ199207140312","11000PPL199207143196","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","관악구 봉천동 산81번지 일대","봉천7-1구역","169209","","","75960","11000NTC199207143196"
"11000AGZ199208080275","11000PPL199208083244","서울특별시","변경","의제처리구역","정비구역","주거환경개선사업","용산구 도원동 12번지 일대","도원지구","33743","","","33199.2","11000NTC199208083244"
"11000AGZ199208080299","11000PPL199208083245","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","마포구 도화동 363번지 일대","도화구역","171174.8","","","171718.6","11000NTC199208083245"
"11000AGZ199208100384","11000PPL199208103247","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","중구 무교동 92번지 일대","무교1도시환경정비지구","1530","","","1526","11000NTC199208103247"
"11000AGZ199208170292","11000PPL199208173256","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","관악구 봉천동 산101번지 일대","봉천제3구역","260520","","","262788","11000NTC199208173256"
"11000AGZ199208270319","11000PPL199208273274","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동작구 노량진동 214번지일대","본동제2-2주택개량재개발구역","43821","","","45361","11000NTC199208273274"
"11000AGZ199208290323","11000PPL199208293276","서울특별시","변경","의제처리구역","정비구역","재개발사업구역","서대문구 북가좌동 100번지 일대","북가좌2주택재개발정비구역","27625","","","27836","11000NTC199208293276"
"11000AGZ199209170350","11000PPL199209173301","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서울 마포구 도화동 363번지일원","도화구역","171718.6","","","193615","11000NTC199209173301"
"11000AGZ199507220698","11000PPL199507225412","서울특별시","변경","의제처리구역","정비구역","재개발사업구역","서울 서대문구 남가좌동 200번지일대","남가좌6주택재개발정비구역","46352","","","48014","11000NTC199507225412"
"11000AGZ199507250610","11000PPL199507255417","서울특별시","정정","의제처리구역","정비구역","주거환경개선사업","영등포구 신길동 202번지 일대","신길1동1지구","11024","","","10484","11000NTC199507255417"
"11000AGZ199507280674","11000PPL199507285420","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","중구 신당4동 40번지일대","신당제5구역","57047.4","","","56661","11000NTC199507285420"
