"조서관리코드","프로젝트코드","지자체","조서유형(구분)","대분류","중분류","소분류","위치명","지역명","면적기정","면적증감코드","면적변경","면적변경후","결정고시관리코드"
"11440AGZ202103030002","11440PPL202103030007","마포구","변경","의제처리구역","정비구역","도시환경정비사업구역","마포구 공덕동 255-1번지 일대","마포로1 도시정비형 재개발구역","249777.4","","","249874.6","11440NTC202103030007"
"11440AGZ202103030003","11440PPL202103030007","마포구","변경","의제처리구역","정비구역","도시환경정비사업지구","마포구 마포동 195-1번지 일대","마포로1 도시정비형 재개발구역 제28.29지구","3749.1","","","3678.2","11440NTC202103030007"
"11290AGZ202103100003","11290PPL202103100008","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","성북구 장위동 68-37일대","장위10구역","94131","","","94037","11290NTC202103110002"
"11140AGZ202103020025","11140PPL202103020002","중구","변경","의제처리구역","정비구역","재개발사업구역","중구 을지로3가 65-14번지 일원","을지로3가 도시정비형 재개발구역 제12지구","3924.2","","","3963","11140NTC202103020002"
"11000AGZ202103240001","11000PPL202103240005","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서울시 동대문구 휘경동 172번지 일대","휘경3재정비촉진구역","64317","","","64326","11000NTC202103240003"
"11350AGZ202104020001","11350PPL202104020001","노원구","신설","의제처리구역","정비구역","재건축사업구역","노원구 상계동 721번지","상계주공5단지 재건축정비구역","0","","","33854.6","11000NTC202104020002"
"11000AGZ202103300001","11000PPL202103300003","서울특별시","변경","의제처리구역","정비구역","주택재건축사업","강동구 상일동 521번지 일원","고덕주공6단지 주택재건축정비사업","86871.9","","","86872.3","11740NTC202103300003"
"11000AGZ202104130001","11000PPL202104130002","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","송파구 거여동 202번지 일대","거여2재정비촉진구역(주택재개발사업)","160245.3","","","160216.1","11710NTC202104130002"
"11740AGZ202104190001","11740PPL202104190003","강동구","변경","의제처리구역","정비구역","주택재건축사업","강동구 상일동 121번지 일대","고덕주공3단지아파트 주택재건축 정비구역","211408.6","","","211409","11740NTC202104190003"
"11440AGZ202104190001","11440PPL202104190002","마포구","변경","의제처리구역","정비구역","도시환경정비사업구역","마포구 도화동 174-4일대","마포로1구역 제12.13지구 도시정비형 재개발사업","2568.6","","","2577.8","11440NTC202104190002"
"11260AGZ202008040002","11260PPL202008040008","중랑구","폐지","의제처리구역","정비구역","도시환경정비사업구역","중랑구 면목동 120-22번지 일대","면목1 역세권 장기전세주택 도시환경정비사업","3858.5","","","0","11000NTC202008040008"
"11710AGZ202104230001","11710PPL202104230008","송파구","신설","의제처리구역","정비구역","재건축사업구역","송파구 송파동 161번지","송파미성아파트 재건축정비구역","0","","","28959.7","11710NTC202104230008"
"11590AGZ202105030001","11590PPL202105030001","동작구","변경","의제처리구역","정비구역","주택재건축사업","서울시 동작구 사당동 181번지 일대","사당2 주택재건축 정비사업","49449.3","","","49439.3","11590NTC202105030001"
"11560AGZ202105040002","11560PPL202105040009","영등포구","변경","의제처리구역","정비구역","주택재개발사업구역","서울시 영등포구 신길동 3163번지 일대","신길8재정비촉진구역","32287.3","","","32287.7","11560NTC202105040006"
"11710AGZ202105100001","11710PPL202105100001","송파구","변경","의제처리구역","정비구역","주택재건축사업","송파구 동남로 160(문정동 3번지)","가락1차현대아파트 재건축정비사업","33953.7","","","33953.7","11000NTC202105100001"
"11305AGZ202105110001","11305PPL202105110013","강북구","폐지","의제처리구역","정비구역","도시환경정비사업구역","강북구 미아동 42-8일대","강북2재정비촉진구역","18958","","","0","11305NTC202105110008"
"11000AGZ201512158513","11000PPL201506187507","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","","성동구 하왕 제1-5 주택재개발구역 정비사업","32989.59","2","23","32966.59","11000NTC201506187507"
"11000AGZ201512159673","11000PPL201508067559","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","마포구 도화동 181-36번지 일대","마포로1구역 제41,42지구","2022.7","","","2022.7","11000NTC201508067559"
"11000AGZ201512168520","11000PPL201503197437","서울특별시","변경","의제처리구역","정비구역","재개발사업구역","성북구 정릉동 539-1번지 일대","정릉제10구역주택재개발정비사업","17964.1","","","17964.1","11000NTC201503197437"
"11000AGZ201512168521","11000PPL201504097453","서울특별시","폐지","의제처리구역","정비구역","주택재개발사업구역","마포구 염리동 9번지 일대","염리4주택재개발정비구역","38809","2","38809","0","11000NTC201504097453"
"11000AGZ201512168522","11000PPL201507307554","서울특별시","폐지","의제처리구역","정비구역","주택재개발사업구역","영등포구 영등포동5가 46-4 일대","영등포1-5재정비촉진구역","2805.2","2","2805.2","","11000NTC201507307554"
"11000AGZ201512168523","11000PPL201507307554","서울특별시","폐지","의제처리구역","정비구역","주택재개발사업구역","영등포구 영등포동2가 256 일대","영등포1-20재정비촉진구역","9620.6","2","9620.6","","11000NTC201507307554"
"11000AGZ201512168524","11000PPL201507307554","서울특별시","폐지","의제처리구역","정비구역","주택재개발사업구역","영등포구 영등포동2가 159 일대","영등포1-25재정비촉진구역","3451.4","2","3451.4","","11000NTC201507307554"
"11000AGZ200811277613","11000PPL200711291620","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동 157-26일대","신길1주택재개발정비구역","","","","62696","11000NTC200711291620"
"11000AGZ200811277614","11000PPL200711291620","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동 205-69일대","신길2주택재개발정비구역","","","","61971","11000NTC200711291620"
"11000AGZ200811277615","11000PPL200711291620","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동 145-40일대","신길3주택재개발정비구역","","","","38103","11000NTC200711291620"
"11000AGZ200811277616","11000PPL200711291620","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동 4914-9일대","신길4주택재개발정비구역","","","","52112","11000NTC200711291620"
"11000AGZ200811277617","11000PPL200711291620","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동 1583-1일대","신길5주택재개발정비구역","","","","76790","11000NTC200711291620"
"11000AGZ200603237207","11000PPL200603029722","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","성동구 금호동 4가  235번지 일대","금호제14주택  재개발사업","33202.9","1","88.1","33291","11000NTC200603029722"
"11000AGZ200603247208","11000PPL200510209018","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","마포구 신공덕동  49-3번지 일대","신공덕제5주택  재개발정비구역","15190.9","","","15190.9","11000NTC200510209018"
"11000AGZ200603247209","11000PPL200603239829","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","종로구 무악동 46 번지 일대","무악2주택재개발정비구역","","","","11129.1","11000NTC200603239829"
"11000AGZ200603248759","11000PPL200603139780","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업구역","마포구 합정동 418-1번지 일대","합정1구역 도시환경정비구역","","","","37527","11000NTC200603139780"
"11000AGZ200603248760","11000PPL200603239832","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","마포구 도화동  536번지 일대","마포로 1구역  (제10지구)","3671.8","","","3280.5","11000NTC200603239832"
"11000AGZ200603248761","11000PPL200603239833","서울특별시","신설","의제처리구역","정비구역","재건축사업구역","서울시 동작구 사당동 1131번지","영아아파트주택재건축정비구역","","","","21109.3","11000NTC200603239833"
"11000AGZ200603249705","11000PPL200603169793","서울특별시","신설","의제처리구역","정비구역","주택재건축사업","서울시 동작구 동작동   58-1번지 일대","정금마을주택재건축정비구역","","","","48251","11000NTC200603169793"
"11000AGZ200604199706","11000PPL200604069889","서울특별시","신설","의제처리구역","정비구역","주택재건축사업","서울특별시 동대문구 답십리동 465번지 일대","대농.신안주택재건축정비구역","","","","28553","11000NTC200604069889"
"11000AGZ200605307211","11000PPL200601059495","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","중구 신당동 80번지 일대","신당6주택재개발정비구역","0","","","48452","11000NTC200601059495"
"11000AGZ200609148765","11000PPL200601199571","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업구역","한강로3가 40번지 및 한강로2가 402번지일대","용산역전면도시환경정비구역","0","","","62552","11000NTC200601199571"
"11000AGZ200610237216","11000PPL200512299430","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","동작구 사당동 산11-1번지일대","사당7주택재개발정비구역","","","","11082","11000NTC200512299430"
"11000AGZ200611027219","11000PPL200608240314","서울특별시","신설","의제처리구역","정비구역","재개발사업구역","동작구 상도동 159-1번지일대","상도7주택재개발정비구역","","","","55618","11000NTC200608240314"
"11000AGZ200611027220","11000PPL200608170303","서울특별시","변경","의제처리구역","정비구역","재개발사업구역","동작구 사당동 산11-1번지일대","사당7주택재개발정비구역","11082","","","11239","11000NTC200608170303"
"11000AGZ200901067670","11000PPL200812182501","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","성동구 금호동2가 990번지 일대","금호19주택재개발정비구역","51483.6","2","83","51475.3","11000NTC200812182501"
"11000AGZ200901068867","11000PPL200812182494","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업구역","서대문구 홍은동 48-149번지 일대","홍은1 도시환경정비구역","","","","11438","11000NTC200812182494"
"11000AGZ200901079423","11000PPL200809112205","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","충정로3가 95-1번지 일대","마포로4-4-1도시환경정비지구","","","","4635.8","11000NTC200809112205"
"11000AGZ200901087672","11000PPL200901082656","서울특별시","변경","의제처리구역","정비구역","재개발사업구역","서울시 관악구 신림동 324-25번지 일대","신림2주택재개발정비구역","94068","","","95917.92","11000NTC200901082656"
"11000AGZ200901137674","11000PPL200812182507","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","행당동 100번지 일대","행당6주택재개발정비구역","","","","49240","11000NTC200812182507"
"11000AGZ199710151479","11000PPL199710157303","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","동대문구 답십리동 645번지 일대","답십리제6구역","30061.9","","","30095.6","11000NTC199710157303"
"11000AGZ199710221526","11000PPL199710227324","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","마포구 신공덕동 1,2,3및 공덕동 116일대","신공덕제2구역","18004","","","18034","11000NTC199710227324"
"11000AGZ199710251477","11000PPL199710257335","서울특별시","변경","의제처리구역","정비구역","주거환경개선사업","중구 신당동 330 일대","신당4동1지구","2905","","","2902","11000NTC199710257335"
"11000AGZ199710281493","11000PPL199710287344","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","성북구 길음동 1262일대","길음3구역","65491.2","","","65566.4","11000NTC199710287344"
"11000AGZ201006217868","11000PPL201004224816","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","장위동 233-42 일대","장위15구역(주택재개발사업)","","1","189450","189450","11000NTC201004224816"
"11000AGZ201006217869","11000PPL200909243889","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","염리동45번지 일원","염리제2구역 주택재개발정비사업","51576","2","99.6","51476.4","11000NTC200909243889"
"11000AGZ201007139883","11000PPL201007085141","서울특별시","신설","의제처리구역","정비구역","주택재건축사업","은평구 응암동 225-1번지 일대","응암4 주택재건축정비사업","","1","19768","19768","11000NTC201007085141"
"11000AGZ198408132217","11000PPL198408136236","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","중구 을지로 2가 169-1번지 일대","명동1도시환경정비지구","2720","","","2756.3","11000NTC198408136236"
"11000AGZ198408132218","11000PPL198408136236","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","서린동 113일대","서린4도시환경정비지구","790","","","852","11000NTC198408136236"
"11000AGZ198408132219","11000PPL198408136236","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","서린동 129일대","서린5도시환경정비지구","899","","","977","11000NTC198408136236"
"11000AGZ198512162431","11000PPL198512167448","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","","홍은 제5구역","","","","244294","11000NTC198512167448"
"11000AGZ198512232432","11000PPL198512237477","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","을지로1가5도시환경정비지구","5085","","","5169.8","11000NTC198512237477"
"11000AGZ198512282433","11000PPL198512287496","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","마포로1-22도시환경정비지구","11477","","","8908","11000NTC198512287496"
"11000AGZ198512282434","11000PPL198512287496","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","","45지구","2039.6","","","2705","11000NTC198512287496"
"11000AGZ198512282435","11000PPL198512287496","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","마포로1-23도시환경정비지구","3995","","","3615","11000NTC198512287496"
"11000AGZ198512282436","11000PPL198512287496","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","마포로1-19-1도시환경정비지구","2636","","","1656.8","11000NTC198512287496"
"11000AGZ198512282437","11000PPL198512287496","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","","21지구","0","","","1888","11000NTC198512287496"
"11000AGZ198512282438","11000PPL198512287500","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서대문구 대현동 61일대","대현1주택재개발정비구역","40870","","","41742","11000NTC198512287500"
"11000AGZ198512282439","11000PPL198512287496","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","마포로1-19-2도시환경정비지구","1747.8","","","1747.8","11000NTC198512287496"
"11000AGZ198512282441","11000PPL198512287496","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","","마포로1-20도시환경정비지구","1712","","","1339","11000NTC198512287496"
"11000AGZ198601112445","11000PPL198601117534","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","","봉천제6구역","","","","15391","11000NTC198601117534"
"11000AGZ198601142446","11000PPL198601147540","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","","제8지구","","","","3766.5","11000NTC198601147540"
"11000AGZ198601142447","11000PPL198601147540","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","다동1도시환경정비지구","2834","","","2846.7","11000NTC198601147540"
"11000AGZ198601142448","11000PPL198601147541","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","성북구 돈암동 606, 616번지 일대 및 동소문동 1가 1번지일대","동소문구역","0","","","283390","11000NTC198601147541"
"11000AGZ198602282449","11000PPL198602287639","서울특별시","정정","의제처리구역","정비구역","주택재개발사업지구","성동구 응봉동 198일대","금호제1구역제2지구","48925","","","32953.86","11000NTC198602287639"
"11000AGZ198603225995","11000PPL198603227693","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","","마포로1-44-2도시환경정비지구","1712","","","1713.1","11000NTC198603227693"
"11000AGZ198604152458","11000PPL198604157765","서울특별시","변경","의제처리구역","정비구역","재개발사업구역","동작구 흑석동 33번지 일원","흑석제2구역","","","","111252.3","11000NTC198604157765"
"11000AGZ198605076046","11000PPL198605077813","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","서울역~서대문2-2도시환경정비지구(1,2구역북측)","3250","","","3250","11000NTC198605077813"
"11000AGZ198605202461","11000PPL198605207848","서울특별시","변경","의제처리구역","정비구역","재개발사업구역","오금동 396 일대","오금주택재개발정비구역","21400","","","44225","11000NTC198605207848"
"11000AGZ198605202462","11000PPL198605207848","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","강동구 가락동 산60-3","가락제2구역","13202","","","17664","11000NTC198605207848"
"11000AGZ198505232344","11000PPL198505236956","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서울특별시 동작구 사당동 산24번지일원","사당2구역","56025","","","73100","11000NTC198505236956"
"11000AGZ198505232345","11000PPL198505236956","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서울특별시 동대문구 전농동 127번지 일원","전농2구역","5670","","","8277","11000NTC198505236956"
"11000AGZ198505252346","11000PPL198505256965","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","중구 을지로2가 9-1번지 일대(28필지)","을지로2가10도시환경정비지구","4297","","","4857.9","11000NTC198505256965"
"11000AGZ198506152348","11000PPL198506157001","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","성동구 하왕십리동 산1000번지일대","하왕1구역","84165","","","122867","11000NTC198506157001"
"11000AGZ198506152349","11000PPL198506157001","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","성북구 길음동 877일대","돈암2구역","104940","","","55626","11000NTC198506157001"
"11000AGZ198506282351","11000PPL198506287040","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서대문구 홍은동 17,24번지일대","홍은제4구역","","","","94220","11000NTC198506287040"
"11000AGZ198507022352","11000PPL198507027055","서울특별시","변경","의제처리구역","정비구역","주택재개발사업지구","","하왕 구역제2지구","41690","","","37851","11000NTC198507027055"
"11000AGZ201308079074","11000PPL201307256893","서울특별시","변경","의제처리구역","정비구역","재개발사업구역","마포구 아현동 613-10번지 일대","마포로3구역 제3지구 도시환경정비구역 ","6502.8","2","285.48","6217.32","11000NTC201307256893"
"11000AGZ201308080112","11000PPL201307116882","서울특별시","변경","의제처리구역","정비구역","재건축사업구역","동작구 사당동 41-17번지 일대","사당3주택재건축정비구역","31745","2","845","30900","11000NTC201307116882"
"11000AGZ201308128277","11000PPL201307256894","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동대문구 답십리동 12번지 일대","답십리 제17주택재개발정비구역","14141","2","270","13871","11000NTC201307256894"
"11000AGZ201308129513","11000PPL201308086907","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","중구 장교동 1번지","을지로2가구역 제16지구 도시환경정비사업 ","22072.7","","","15333.5","11000NTC201308086907"
"11000AGZ201308129514","11000PPL201308086907","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","중구 을지로2가 50번지","을지로2가구역 제17지구 도시환경정비사업","22072.7","","","6739.2","11000NTC201308086907"
"11000AGZ198608232498","11000PPL198608238133","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","관악구 신림동 402번지일원","신림제3구역","60470","","","68970","11000NTC198608238133"
"11000AGZ198608282499","11000PPL198608288148","서울특별시","변경","의제처리구역","정비구역","주택재개발사업지구","서대문구 홍은동 148-94, 산1-463 일대","홍은제5구역3지구","82427","","","82187","11000NTC198608288148"
"11000AGZ198609012500","11000PPL198609018159","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동대문구 답십리동 산12-15번지 일원","답십리3","64054","","","64280","11000NTC198609018159"
"11000AGZ198609012501","11000PPL198609018159","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동작구 사당동 산23-2번지 일원","사당3","69259","","","56482","11000NTC198609018159"
"11000AGZ198609012502","11000PPL198609018159","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","관악구 봉천동 1번지 일원","봉천1","103000","","","103797","11000NTC198609018159"
"11000AGZ198609012503","11000PPL198609018159","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동작구 사당동 산24-1번지일원","사당2","73100","","","88778","11000NTC198609018159"
"11000AGZ198609012504","11000PPL198609018159","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","성동구 옥수동 349번지 일원","옥수7","65369","","","65716","11000NTC198609018159"
"11000AGZ198609012505","11000PPL198609018159","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동작구 본동 215번지일원","본동2","85609","","","85679","11000NTC198609018159"
"11000AGZ198609012506","11000PPL198609018159","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","중구 신당동 57번지 일원","신당1","47262","","","48138","11000NTC198609018159"
"11000AGZ198609012507","11000PPL198609018160","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","","청운제1구역","17050","","","17159","11000NTC198609018160"
"11000AGZ198609012508","11000PPL198609018159","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","관악구 신림동 406-7번지 일원","신림3","65601","","","66124","11000NTC198609018159"
"11000AGZ198609012509","11000PPL198609018159","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동작구 흑석동9-3번지일원","흑석1","77840","","","80367","11000NTC198609018159"
"11000AGZ198609132510","11000PPL198609138187","서울특별시","변경","의제처리구역","정비구역","재개발사업구역","중구 장충동193번지","장충1주택재개발정비구역","22169","","","22720.8","11000NTC198609138187"
"11000AGZ198609166005","11000PPL198609168198","서울특별시","신설","의제처리구역","정비구역","재개발사업지구","","마포로5-1도시환경정비지구","","","","2643","11000NTC198609168198"
"11000AGZ198609166044","11000PPL198609168198","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","청진5-2도시환경정비지구","1636","","","1636","11000NTC198609168198"
"11000AGZ198609302512","11000PPL198609308227","서울특별시","정정","의제처리구역","정비구역","주택재개발사업구역","관악구 봉천동 1번지 일원","봉천1","103000","","","103797","11000NTC198609308227"
"11000AGZ198609302513","11000PPL198609308227","서울특별시","정정","의제처리구역","정비구역","주택재개발사업구역","성동구 옥수동 349번지 일원","옥수7","65369","","","65716","11000NTC198609308227"
"11000AGZ198609302514","11000PPL198609308227","서울특별시","정정","의제처리구역","정비구역","주택재개발사업구역","동작구 본동 215번지 일원","본동2","85069","","","85679","11000NTC198609308227"
"11000AGZ198903032742","11000PPL198903030419","서울특별시","정정","의제처리구역","정비구역","주택재개발사업구역","성동구 금호3가 1345번지 일대","금호제5구역","69395","","","70253","11000NTC198903030419"
"11000AGZ198903142743","11000PPL198903140455","서울특별시","정정","의제처리구역","정비구역","재개발사업구역","관악구 신림1동 1635","신림제5구역","15683","","","15604.3","11000NTC198903140455"
"11000AGZ198903242744","11000PPL198903240486","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","구로구 오류1동 14번지 일대","오류1구역","0","","","51552","11000NTC198903240486"
"11000AGZ198703132592","11000PPL198703138654","서울특별시","변경","의제처리구역","정비구역","주택재개발사업지구","성동구 응봉동 38-2일원","행당구역 1지구","91000","","","36111","11000NTC198703138654"
"11000AGZ198703132593","11000PPL198703138655","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","금호동 3가1305번지일원","금호제5구역","71446","","","10080","11000NTC198703138655"
"11000AGZ198703132594","11000PPL198703138654","서울특별시","변경","의제처리구역","정비구역","주택재개발사업지구","성동구 행당동 93-1일원","행당구역 2지구","91000","","","50778","11000NTC198703138654"
"11000AGZ198703132595","11000PPL198703138649","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","한강로2가12번지일대","한강로구역","0","","","6900","11000NTC198703138649"
"11000AGZ198703202596","11000PPL198703208681","서울특별시","변경","의제처리구역","정비구역","주택재개발사업지구","동작구 흑석동 11번지일원","흑석제1구역제1지구","33797","","","35477","11000NTC198703208681"
"11000AGZ198703202597","11000PPL198703208681","서울특별시","변경","의제처리구역","정비구역","주택재개발사업지구","동작구 흑석동 26번지일원","흑석제1구역제2지구","50449","","","51502","11000NTC198703208681"
"11000AGZ198703202598","11000PPL198703208679","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업구역","중구 입정동 113번지 일대","세운상가3구역","0","","","40942","11000NTC198703208679"
"11000AGZ198703202599","11000PPL198703208679","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업구역","종로구 장사동 80번지일대","세운상가2구역","0","","","38614","11000NTC198703208679"
"11000AGZ198704172600","11000PPL198704178753","서울특별시","정정","의제처리구역","정비구역","재개발사업구역","중구 신당동 57번지 일대","신당1주택재개발정비구역","48138","","","48024.3","11000NTC198704178753"
"11000AGZ198705062601","11000PPL198705068799","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","","신당제 1구역","","","","48024.3","11000NTC198705068799"
"11000AGZ198705212602","11000PPL198705218840","서울특별시","정정","의제처리구역","정비구역","주택재개발사업구역","종로구 삼청동 산2-53번지일대","삼청2주택재개발정비구역","12862","","","12985","11000NTC198705218840"
"11000AGZ198706022603","11000PPL198706028870","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","삼각동 40-5번지 일대","을지로2가제4지구","3465","","","4022","11000NTC198706028870"
"11000AGZ198706022605","11000PPL198706028870","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","삼각동 93번지 일대","을지로2가제2지구","3604","","","3522","11000NTC198706028870"
"11000AGZ198706022606","11000PPL198706028870","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","삼각동 56-1번지 일대","을지로2가제3지구","1098","","","1243","11000NTC198706028870"
"11000AGZ198706022607","11000PPL198706028870","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","","회현3-1지구","3876","","","1870","11000NTC198706028870"
"11000AGZ198706022608","11000PPL198706028870","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","수하동 50번지 일대","을지로2가제12지구","3950","","","3996","11000NTC198706028870"
"11000AGZ198706022609","11000PPL198706028870","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","","회현3-2지구","3876","","","2006","11000NTC198706028870"
"11000AGZ198706022610","11000PPL198706028870","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","삼각동 66-1번지 일대","을지로2가제1지구","7224.1","","","6809.1","11000NTC198706028870"
"11000AGZ198706042611","11000PPL198706048879","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","의주로1가 33번지","서울역-서대문2구역 3지구","1754","","","1644","11000NTC198706048879"
"11000AGZ198706042612","11000PPL198706048879","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","순화동 1-10번지","서울역~서대문4도시환경정비지구(1,2구역남측)","1080","","","1190","11000NTC198706048879"
"11000AGZ198706122613","11000PPL198706128903","서울특별시","정정","의제처리구역","정비구역","주택재개발사업구역","성동구 응봉동134-5일대","금호제1구역","275837","","","337820","11000NTC198706128903"
"11000AGZ198706222614","11000PPL198706228933","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서울특별시 성동구 응봉동 134-5 일원","금호제1구역","275837","","","337820","11000NTC198706228933"
"11000AGZ198706222615","11000PPL198706228933","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","응봉동 197-198","금호1-2주택재개발정비지구","33115","","","32894.4","11000NTC198706228933"
"11000AGZ198706222616","11000PPL198706228933","서울특별시","변경","의제처리구역","정비구역","주택재개발사업지구","응봉동 199-3","금호제1구역 4지구","174151.3","","","18729.6","11000NTC198706228933"
"11380AGZ202105170001","11380PPL202105170002","은평구","변경","의제처리구역","정비구역","주택재개발사업지구","은평구 응암동 3.8.35번지 일대","응암제1구역 주택재개발정비사업","43938","","","44114.5","11000NTC202105170002"
"11590AGZ202105250001","11590PPL202105250003","동작구","변경","의제처리구역","정비구역","재건축사업구역","동작구 사당동 42번지 일대","사당3 재건축 정비사업","30107.6","","","30100.6","11000NTC202105250001"
"11440AGZ202106020001","11440PPL202106020003","마포구","변경","의제처리구역","정비구역","도시환경정비사업구역","마포구 공덕동 255-1번지 일대","마포로1구역 제28.29지구 도시정비형 재개발구역","3678.2","","","3600.6","11440NTC202106020003"
"11140AGZ202106080001","11140PPL202106080006","중구","변경","의제처리구역","정비구역","도시환경정비사업구역","중구 을지로3가 5-1번지 일원","을지로3가 도시정비형 재개발구역 제9지구","1945.6","","","1976","11140NTC202106080005"
"11000AGZ202106090002","11000PPL202106090003","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","장위동 144-24일원","장위1구역","80312.2","","","80316.6","11290NTC202106090001"
"11740AGZ202106110001","11740PPL202106110002","강동구","변경","의제처리구역","정비구역","주택재건축사업","서울특별시 강동구 길동 160번지 일대","신동아1.2차아파트 주택재건축 정비사업","46267.7","","","46144.7","11740NTC202106110001"
"11000AGZ202106130002","11000PPL202106130001","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","양천구 신정동 1162번지 일대","신정2재정비촉진구역","106928","","","106928.1","11470NTC202106130001"
"11230AGZ202106140001","11230PPL202106140002","동대문구","신설","의제처리구역","정비구역","주택재건축사업","","","","","","","11230NTC202106140003"
