시도,시군구,구역명칭,현 사업추진단계,사업유형,사업시행자,공급 예정 세대수
대구광역시,달서구,달서구32(송현월성),3)추진위구성,3)재건축(공동주택),1)조합, 403 
대구광역시,달서구,송현1,5)사업시행인가,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
대구광역시,달서구,"월송,상록(24)",3)추진위구성,3)재건축(공동주택),1)조합,0 
대구광역시,서구,중리지구,5)사업시행인가,3)재건축(공동주택),1)조합,1484 
대구광역시,수성구,수성구47(궁전맨션),4)조합설립인가,3)재건축(공동주택),1)조합, 620 
대구광역시,서구,내당1,2)정비구역지정,5)주거환경개선,1)조합,0 
대구광역시,서구,내당3,2)정비구역지정,5)주거환경개선,1)조합,0 
대구광역시,서구,내당2,2)정비구역지정,5)주거환경개선,1)조합,0 
대구광역시,서구,비산2,2)정비구역지정,5)주거환경개선,1)조합,0 
대구광역시,서구,비산3,2)정비구역지정,5)주거환경개선,1)조합,0 
대구광역시,서구,비산7,2)정비구역지정,5)주거환경개선,1)조합,0 
대구광역시,서구,비산4,2)정비구역지정,5)주거환경개선,1)조합,0 
대구광역시,서구,비산6,2)정비구역지정,5)주거환경개선,1)조합,0 
대구광역시,서구,비산1,2)정비구역지정,5)주거환경개선,1)조합,0 
대구광역시,서구,평리1,2)정비구역지정,5)주거환경개선,1)조합,0 
대구광역시,서구,평리2,2)정비구역지정,5)주거환경개선,1)조합,0 
대구광역시,서구,원대1,2)정비구역지정,5)주거환경개선,1)조합,0 
대구광역시,서구,원대2,2)정비구역지정,5)주거환경개선,1)조합,0 
대구광역시,서구,내당아파트지구1주구,2)정비구역지정,3)재건축(공동주택),1)조합, 해당없음 
대구광역시,서구,내당아파트지구3주구,4)조합설립인가,3)재건축(공동주택),6)지정개발자,2900 
대구광역시,북구,복현시장,6)관리처분인가,4)재건축(단독주택),1)조합, 84 
대구광역시,북구,칠성원·경명·상가,5)사업시행인가,2)재개발(도시정비),1)조합, 해당없음 
대구광역시,수성구,수성1지구(수성구54),4)조합설립인가,1)재개발(주택정비),1)조합,2149 
대구광역시,수성구,산장맨션,2)정비구역지정,3)재건축(공동주택),1)조합, 264 
대구광역시,동구,동구-30-10,2)정비구역지정,1)재개발(주택정비),2)토지등소유자, 523 
대구광역시,동구,동구-30-12,2)정비구역지정,1)재개발(주택정비),2)토지등소유자,3086 
대구광역시,북구,북구-30-11,2)정비구역지정,1)재개발(주택정비),1)조합, 해당없음 
대구광역시,중구,남산3,5)사업시행인가,5)주거환경개선,2)토지등소유자,0 
대구광역시,달서구,월촌역청솔,3)추진위구성,1)재개발(주택정비),1)조합, 290 
대구광역시,중구,남산4-7,4)조합설립인가,1)재개발(주택정비),2)토지등소유자, 944 
대구광역시,수성구,가든하이츠1차재건축사업,3)추진위구성,3)재건축(공동주택),1)조합,0 
대구광역시,수성구,장원맨션재건축사업,3)추진위구성,3)재건축(공동주택),1)조합,0 
대구광역시,수성구,명문빌라재건축사업,3)추진위구성,3)재건축(공동주택),1)조합,0 
대전광역시,대덕구,대화동1,6)관리처분인가,1)재개발(주택정비),1)조합,1660 
대전광역시,대덕구,대화동2,5)사업시행인가,1)재개발(주택정비),1)조합,1375 
대전광역시,대덕구,법동2,5)사업시행인가,3)재건축(공동주택),1)조합, 627 
대전광역시,대덕구,효자,5)사업시행인가,5)주거환경개선,"4)공공(LH,SH,GH)",1620 
대전광역시,동구,가양동1,4)조합설립인가,1)재개발(주택정비),1)조합,1546 
대전광역시,동구,가양동5,5)사업시행인가,4)재건축(단독주택),1)조합,1028 
대전광역시,동구,가양동7,7)착공,3)재건축(공동주택),1)조합, 224 
대전광역시,동구,가오동1,5)사업시행인가,3)재건축(공동주택),1)조합, 700 
대전광역시,동구,대동4·8,5)사업시행인가,1)재개발(주택정비),1)조합,2213 
대전광역시,동구,대동3(대동2구역),5)사업시행인가,5)주거환경개선,"4)공공(LH,SH,GH)",1782 
대전광역시,동구,삼성1,5)사업시행인가,1)재개발(주택정비),1)조합,1523 
대전광역시,동구,대전역삼성4,6)관리처분인가,2)재개발(도시정비),1)조합,1350 
대전광역시,동구,삼성동1,5)사업시행인가,4)재건축(단독주택),1)조합, 722 
대전광역시,동구,성남동1,7)착공,1)재개발(주택정비),1)조합,1213 
대전광역시,동구,성남동3,4)조합설립인가,1)재개발(주택정비),1)조합,2856 
대전광역시,동구,성남동2(구성2구역),5)사업시행인가,5)주거환경개선,"4)공공(LH,SH,GH)",2592 
대전광역시,동구,대전역복합2,5)사업시행인가,2)재개발(도시정비),6)지정개발자,1184 
대전광역시,동구,중앙1,6)관리처분인가,2)재개발(도시정비),1)조합, 558 
대전광역시,동구,가오동2(천동주공아파트),6)관리처분인가,3)재건축(공동주택),1)조합, 952 
대전광역시,동구,홍도동2,5)사업시행인가,3)재건축(공동주택),1)조합, 461 
대전광역시,서구,도마·변동1,7)착공,1)재개발(주택정비),1)조합,1779 
대전광역시,서구,도마·변동6,6)관리처분인가,1)재개발(주택정비),1)조합, 528 
대전광역시,서구,도마·변동9,7)착공,1)재개발(주택정비),1)조합, 818 
대전광역시,서구,도마·변동3,6)관리처분인가,1)재개발(주택정비),1)조합,3446 
대전광역시,서구,복수동2,6)관리처분인가,1)재개발(주택정비),1)조합, 890 
대전광역시,유성구,도룡동2,2)정비구역지정,3)재건축(공동주택),1)조합, 189 
대전광역시,유성구,장대B,6)관리처분인가,2)재개발(도시정비),1)조합,2703 
대전광역시,중구,대사동1,5)사업시행인가,1)재개발(주택정비),1)조합,1080 
대전광역시,중구,보문1,7)착공,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
대전광역시,중구,보문3,7)착공,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
대전광역시,중구,대흥동1,4)조합설립인가,1)재개발(주택정비),1)조합, 827 
대전광역시,중구,대흥4,6)관리처분인가,1)재개발(주택정비),1)조합, 909 
대전광역시,중구,대흥2,7)착공,1)재개발(주택정비),1)조합,1278 
대전광역시,중구,문화2,6)관리처분인가,1)재개발(주택정비),1)조합, 749 
대전광역시,중구,문화동8,7)착공,1)재개발(주택정비),1)조합,1746 
대전광역시,중구,문화동6,2)정비구역지정,3)재건축(공동주택),1)조합, 540 
대전광역시,중구,부사동4,5)사업시행인가,1)재개발(주택정비),1)조합, 826 
대전광역시,중구,산성동2,4)조합설립인가,1)재개발(주택정비),1)조합,1665 
대전광역시,중구,선화2,6)관리처분인가,2)재개발(도시정비),1)조합,1536 
대전광역시,중구,선화1-A,3)추진위구성,2)재개발(도시정비),1)조합, 602 
대전광역시,중구,옥계동2,4)조합설립인가,1)재개발(주택정비),1)조합,1508 
대전광역시,중구,용두동2,6)관리처분인가,1)재개발(주택정비),1)조합, 794 
대전광역시,중구,은행1,5)사업시행인가,2)재개발(도시정비),1)조합,3088 
대전광역시,중구,태평동2,4)조합설립인가,1)재개발(주택정비),1)조합, 535 
대전광역시,중구,태평동5,6)관리처분인가,4)재건축(단독주택),1)조합,2267 
대전광역시,중구,산성동1,4)조합설립인가,1)재개발(주택정비),1)조합, 968 
대전광역시,서구,도마·변동12,5)사업시행인가,1)재개발(주택정비),1)조합,1593 
대전광역시,중구,오류동삼성,3)추진위구성,3)재건축(공동주택),1)조합,3300 
대전광역시,서구,도마·변동4,5)사업시행인가,1)재개발(주택정비),1)조합,3045 
대전광역시,서구,도마·변동5,5)사업시행인가,1)재개발(주택정비),1)조합,2622 
대전광역시,서구,도마·변동13,5)사업시행인가,1)재개발(주택정비),1)조합,2603 
대전광역시,동구,삼성5,4)조합설립인가,1)재개발(주택정비),1)조합,1134 
대전광역시,동구,신안1재정비촉진,3)추진위구성,2)재개발(도시정비),1)조합, 744 
대전광역시,서구,도마ㆍ변동2,4)조합설립인가,1)재개발(주택정비),1)조합,1074 
대전광역시,유성구,장대A,3)추진위구성,1)재개발(주택정비),1)조합, 945 
대전광역시,유성구,장대C,4)조합설립인가,2)재개발(도시정비),6)지정개발자,1439 
대전광역시,중구,오류동1구역,4)조합설립인가,1)재개발(주택정비),2)토지등소유자, 312 
대전광역시,중구,용두동3,4)조합설립인가,1)재개발(주택정비),1)조합,1991 
대전광역시,서구,도마·변동6-1,4)조합설립인가,1)재개발(주택정비),1)조합,1100 
대전광역시,서구,도마·변동16,4)조합설립인가,1)재개발(주택정비),1)조합,2162 
대전광역시,중구,호동,4)조합설립인가,1)재개발(주택정비),1)조합, 644 
대전광역시,중구,유천동3,4)조합설립인가,1)재개발(주택정비),1)조합,1732 
대전광역시,동구,삼성3,3)추진위구성,1)재개발(주택정비),2)토지등소유자,1880 
대전광역시,대덕구,신탄진동1,3)추진위구성,1)재개발(주택정비),1)조합, 942 
대전광역시,대덕구,덕암동1,3)추진위구성,1)재개발(주택정비),1)조합, 734 
대전광역시,중구,문창동2,4)조합설립인가,1)재개발(주택정비),1)조합,1306 
대전광역시,서구,정림동1,3)추진위구성,1)재개발(주택정비),1)조합, 549 
대전광역시,동구,삼성6,4)조합설립인가,1)재개발(주택정비),1)조합, 334 
대전광역시,동구,판암2,3)추진위구성,1)재개발(주택정비),2)토지등소유자, 514 
대전광역시,동구,판암6,3)추진위구성,1)재개발(주택정비),2)토지등소유자,1037 
대전광역시,서구,내동1구역,2)정비구역지정,1)재개발(주택정비),2)토지등소유자, 631 
대전광역시,서구,내동2구역,3)추진위구성,1)재개발(주택정비),2)토지등소유자,1943 
부산광역시,금정구,구서4,4)조합설립인가,4)재건축(단독주택),1)조합, 281 
부산광역시,금정구,구서3,5)사업시행인가,4)재건축(단독주택),1)조합, 352 
부산광역시,금정구,구서5,5)사업시행인가,4)재건축(단독주택),1)조합, 800 
부산광역시,금정구,남산1,7)착공,4)재건축(단독주택),1)조합, 415 
부산광역시,금정구,부곡2,5)사업시행인가,1)재개발(주택정비),1)조합,1968 
부산광역시,금정구,부곡1,2)정비구역지정,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
부산광역시,금정구,촉진A,5)사업시행인가,1)재개발(주택정비),1)조합,2363 
부산광역시,금정구,촉진5,5)사업시행인가,1)재개발(주택정비),1)조합,3802 
부산광역시,금정구,촉진6,5)사업시행인가,1)재개발(주택정비),1)조합,2550 
부산광역시,금정구,청룡1,5)사업시행인가,4)재건축(단독주택),1)조합, 280 
부산광역시,기장군,길천,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,기장군,월내,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,남구,감만5,5)사업시행인가,5)주거환경개선,2)토지등소유자,0 
부산광역시,남구,감만1,6)관리처분인가,1)재개발(주택정비),1)조합,9092 
부산광역시,남구,대연3,7)착공,3)재건축(공동주택),1)조합, 367 
부산광역시,남구,대연3,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,남구,대연8,5)사업시행인가,1)재개발(주택정비),1)조합,3322 
부산광역시,남구,대연3,7)착공,1)재개발(주택정비),1)조합,4488 
부산광역시,남구,문현1,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,남구,문현2,7)착공,5)주거환경개선,"4)공공(LH,SH,GH)", 960 
부산광역시,남구,문현1,4)조합설립인가,2)재개발(도시정비),1)조합,2232 
부산광역시,남구,문현3,6)관리처분인가,1)재개발(주택정비),1)조합,2772 
부산광역시,남구,용호6,5)사업시행인가,5)주거환경개선,"4)공공(LH,SH,GH)", 440 
부산광역시,남구,용호3,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,남구,용호2,6)관리처분인가,1)재개발(주택정비),1)조합,1031 
부산광역시,남구,우암1,7)착공,1)재개발(주택정비),1)조합,2205 
부산광역시,동구,범일2,6)관리처분인가,2)재개발(도시정비),1)조합, 371 
부산광역시,동구,범일2,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,동구,범일3,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,동구,초량2,5)사업시행인가,1)재개발(주택정비),1)조합,1841 
부산광역시,동구,수정2,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,동구,수정3,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,동구,수정4,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,동구,수정6,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,동구,수정7,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,동구,수정8,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,동구,좌천1,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,동구,좌천2,2)정비구역지정,5)주거환경개선,6)지정개발자, 429 
부산광역시,동구,좌천3,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,동구,좌천4,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,동구,초량3,6)관리처분인가,1)재개발(주택정비),1)조합, 432 
부산광역시,동구,초량1,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,동구,초량2,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,동구,초량3,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,동구,초량5,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,동래구,낙민1,3)추진위구성,3)재건축(공동주택),1)조합, 해당없음 
부산광역시,동래구,명륜2,6)관리처분인가,3)재건축(공동주택),1)조합, 499 
부산광역시,동래구,사직1-5,5)사업시행인가,3)재건축(공동주택),6)지정개발자, 653 
부산광역시,동래구,사직1-6,7)착공,3)재건축(공동주택),1)조합,1068 
부산광역시,동래구,"수안1(해바라기1,2차,새동래마동)",6)관리처분인가,3)재건축(공동주택),1)조합, 710 
부산광역시,동래구,수안3,4)조합설립인가,3)재건축(공동주택),1)조합, 216 
부산광역시,동래구,안락1,7)착공,3)재건축(공동주택),1)조합,1481 
부산광역시,동래구,온천1,2)정비구역지정,3)재건축(공동주택),1)조합, 500 
부산광역시,동래구,복산1,5)사업시행인가,1)재개발(주택정비),1)조합,4300 
부산광역시,부산진구,가야2,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,부산진구,가야3,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,부산진구,가야4,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,부산진구,가야1,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,부산진구,가야6,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,부산진구,가야1,6)관리처분인가,1)재개발(주택정비),1)조합,1943 
부산광역시,부산진구,개금2,6)관리처분인가,1)재개발(주택정비),1)조합, 539 
부산광역시,부산진구,당감1,3)추진위구성,4)재건축(단독주택),1)조합, 해당없음 
부산광역시,부산진구,촉진2-1,6)관리처분인가,2)재개발(도시정비),1)조합,1902 
부산광역시,부산진구,촉진3,6)관리처분인가,1)재개발(주택정비),1)조합,3545 
부산광역시,부산진구,범천3,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,부산진구,범천2,7)착공,5)주거환경개선,"4)공공(LH,SH,GH)", 498 
부산광역시,부산진구,범천1-1,7)착공,2)재개발(도시정비),1)조합,1509 
부산광역시,부산진구,범천4,5)사업시행인가,1)재개발(주택정비),1)조합,2206 
부산광역시,부산진구,부암1,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,부산진구,촉진1,6)관리처분인가,2)재개발(도시정비),2)토지등소유자,1874 
부산광역시,부산진구,촉진2-2,2)정비구역지정,2)재개발(도시정비),1)조합, 550 
부산광역시,부산진구,양정3,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,부산진구,양정3,7)착공,1)재개발(주택정비),1)조합, 903 
부산광역시,부산진구,촉진4,6)관리처분인가,1)재개발(주택정비),1)조합, 849 
부산광역시,부산진구,전포1,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,부산진구,전포2,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,부산진구,전포3,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,부산진구,초읍1,5)사업시행인가,1)재개발(주택정비),1)조합,1522 
부산광역시,부산진구,당감1-1,5)사업시행인가,4)재건축(단독주택),1)조합,1432 
부산광역시,북구,금곡2-1,6)관리처분인가,1)재개발(주택정비),1)조합, 313 
부산광역시,북구,만덕4(만덕동원맨션),4)조합설립인가,3)재건축(공동주택),1)조합, 281 
부산광역시,북구,만덕3,4)조합설립인가,3)재건축(공동주택),1)조합, 445 
부산광역시,북구,화명2(재건축),5)사업시행인가,3)재건축(공동주택),1)조합, 371 
부산광역시,사상구,엄궁1,7)착공,1)재개발(주택정비),1)조합,1670 
부산광역시,사상구,엄궁3,7)착공,1)재개발(주택정비),1)조합,1305 
부산광역시,사하구,감천1,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,사하구,감천2,5)사업시행인가,1)재개발(주택정비),1)조합,2229 
부산광역시,사하구,괴정2,2)정비구역지정,5)주거환경개선,1)조합,0 
부산광역시,사하구,괴정1,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,사하구,괴정5,6)관리처분인가,1)재개발(주택정비),1)조합,3509 
부산광역시,사하구,괴정2,4)조합설립인가,3)재건축(공동주택),1)조합, 392 
부산광역시,사하구,괴정3,6)관리처분인가,3)재건축(공동주택),1)조합, 757 
부산광역시,사하구,당리2,7)착공,1)재개발(주택정비),1)조합, 543 
부산광역시,사하구,당리1,5)사업시행인가,3)재건축(공동주택),1)조합, 437 
부산광역시,사하구,당리2,4)조합설립인가,3)재건축(공동주택),1)조합, 375 
부산광역시,사하구,장림4,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,사하구,장림2,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,사하구,장림3,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,사하구,하단1,4)조합설립인가,3)재건축(공동주택),1)조합, 463 
부산광역시,서구,남부민2,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,서구,남부민1,2)정비구역지정,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
부산광역시,서구,동대신1,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,서구,동대신2,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,서구,동대신7,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,서구,동대신8,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,서구,동대신10,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,서구,동대신4,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,서구,동대신5,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,서구,동대신9,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,서구,동대신1(삼익아파트),3)추진위구성,3)재건축(공동주택),1)조합,1080 
부산광역시,서구,동대신6,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,서구,부민2,4)조합설립인가,1)재개발(주택정비),1)조합,1042 
부산광역시,서구,부용1,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,서구,서대신5,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,서구,서대신6,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,서구,서대신4,7)착공,1)재개발(주택정비),1)조합, 542 
부산광역시,서구,아미1,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,서구,아미3,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,수영구,광안2,7)착공,1)재개발(주택정비),1)조합,1233 
부산광역시,수영구,남천2구역(제3지구삼익비치),5)사업시행인가,3)재건축(공동주택),1)조합,3365 
부산광역시,수영구,광안A,5)사업시행인가,1)재개발(주택정비),1)조합,2550 
부산광역시,연제구,거제2(거제한양아파트),4)조합설립인가,3)재건축(공동주택),1)조합, 486 
부산광역시,연제구,거제1(재건축),4)조합설립인가,3)재건축(공동주택),1)조합, 626 
부산광역시,연제구,거제3(거제경남아파트),3)추진위구성,3)재건축(공동주택),1)조합, 573 
부산광역시,연제구,연산5,7)착공,1)재개발(주택정비),1)조합, 376 
부산광역시,연제구,연산5(망미주공아파트),4)조합설립인가,3)재건축(공동주택),1)조합,2995 
부산광역시,연제구,연산6(한양5차아파트),3)추진위구성,3)재건축(공동주택),1)조합,1852 
부산광역시,영도구,대평1,5)사업시행인가,2)재개발(도시정비),1)조합, 999 
부산광역시,영도구,동삼1,6)관리처분인가,1)재개발(주택정비),1)조합,1999 
부산광역시,영도구,촉진5,4)조합설립인가,1)재개발(주택정비),1)조합,3560 
부산광역시,영도구,청학1,6)관리처분인가,3)재건축(공동주택),1)조합, 505 
부산광역시,영도구,청학1,5)사업시행인가,5)주거환경개선,2)토지등소유자,0 
부산광역시,영도구,청학4,5)사업시행인가,5)주거환경개선,2)토지등소유자,0 
부산광역시,중구,대청3,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,중구,대청1,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,중구,대청2,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,중구,동광3,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,중구,보수1,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,중구,보수2,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,중구,보수3,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,중구,보수4,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,중구,보수6,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,중구,보수7,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,중구,영주2,2)정비구역지정,5)주거환경개선,"4)공공(LH,SH,GH)", 180 
부산광역시,해운대구,반여3,4)조합설립인가,3)재건축(공동주택),1)조합, 950 
부산광역시,해운대구,반여3-1,5)사업시행인가,3)재건축(공동주택),1)조합, 811 
부산광역시,해운대구,반여4,7)착공,3)재건축(공동주택),1)조합, 536 
부산광역시,해운대구,우동2,7)착공,2)재개발(도시정비),2)토지등소유자, 660 
부산광역시,해운대구,우동3,5)사업시행인가,1)재개발(주택정비),1)조합,2395 
부산광역시,해운대구,우동1,5)사업시행인가,3)재건축(공동주택),1)조합,1303 
부산광역시,해운대구,재송2(재건축),7)착공,3)재건축(공동주택),1)조합, 924 
부산광역시,해운대구,재송5,2)정비구역지정,3)재건축(공동주택),1)조합, 678 
부산광역시,해운대구,재송본동,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
부산광역시,영도구,동삼1(조양비취맨션),4)조합설립인가,3)재건축(공동주택),1)조합, 725 
부산광역시,연제구,거제1,5)사업시행인가,5)주거환경개선,2)토지등소유자,0 
부산광역시,사하구,괴정6,4)조합설립인가,1)재개발(주택정비),1)조합, 692 
부산광역시,사하구,괴정7(재개발),4)조합설립인가,1)재개발(주택정비),1)조합,1877 
부산광역시,수영구,민락2(재개발),4)조합설립인가,1)재개발(주택정비),1)조합,1032 
부산광역시,해운대구,중동5(재개발),5)사업시행인가,1)재개발(주택정비),2)토지등소유자,1119 
부산광역시,수영구,광안3,4)조합설립인가,1)재개발(주택정비),1)조합,1073 
부산광역시,동래구,사직2,4)조합설립인가,1)재개발(주택정비),1)조합,1000 
부산광역시,서구,부민3,4)조합설립인가,1)재개발(주택정비),1)조합, 751 
부산광역시,동구,범일3-1재개발,6)관리처분인가,2)재개발(도시정비),1)조합, 368 
부산광역시,동구,범일3재개발,7)착공,2)재개발(도시정비),1)조합, 856 
부산광역시,동구,좌천·범일통합2지구,4)조합설립인가,2)재개발(도시정비),1)조합,1908 
부산광역시,사하구,다대3,4)조합설립인가,3)재건축(공동주택),1)조합, 692 
부산광역시,사하구,다대4,4)조합설립인가,3)재건축(공동주택),1)조합, 390 
부산광역시,영도구,청학2,4)조합설립인가,1)재개발(주택정비),1)조합, 899 
부산광역시,동래구,명장2,4)조합설립인가,1)재개발(주택정비),1)조합,1137 
부산광역시,수영구,수영1,4)조합설립인가,1)재개발(주택정비),2)토지등소유자,1520 
부산광역시,북구,구포8,3)추진위구성,1)재개발(주택정비),2)토지등소유자, 565 
부산광역시,중구,영주1구역(재건축),4)조합설립인가,3)재건축(공동주택),1)조합, 224 
부산광역시,금정구,구서1,4)조합설립인가,1)재개발(주택정비),1)조합, 544 
부산광역시,수영구,망미7,3)추진위구성,1)재개발(주택정비),1)조합,1386 
부산광역시,수영구,광안4,4)조합설립인가,1)재개발(주택정비),2)토지등소유자, 966 
부산광역시,부산진구,개금주공1단지아파트,3)추진위구성,4)재건축(단독주택),1)조합, 445 
부산광역시,부산진구,범천5,4)조합설립인가,1)재개발(주택정비),1)조합, 986 
부산광역시,부산진구,가야4,4)조합설립인가,1)재개발(주택정비),1)조합,1998 
부산광역시,부산진구,연지3,4)조합설립인가,1)재개발(주택정비),1)조합, 626 
부산광역시,동래구,명서1,4)조합설립인가,1)재개발(주택정비),1)조합,1521 
부산광역시,동래구,사직3,4)조합설립인가,1)재개발(주택정비),1)조합, 995 
부산광역시,동래구,온천5,4)조합설립인가,1)재개발(주택정비),1)조합, 917 
부산광역시,동래구,명장3,4)조합설립인가,3)재건축(공동주택),1)조합, 464 
부산광역시,동래구,온천3,3)추진위구성,3)재건축(공동주택),1)조합,2100 
부산광역시,사하구,괴정8구역,4)조합설립인가,1)재개발(주택정비),1)조합, 해당없음 
부산광역시,동래구,사직5,4)조합설립인가,1)재개발(주택정비),1)조합, 811 
부산광역시,연제구,연산7,4)조합설립인가,1)재개발(주택정비),1)조합,1275 
부산광역시,연제구,연산8,3)추진위구성,1)재개발(주택정비),1)조합, 543 
부산광역시,연제구,연산10,4)조합설립인가,1)재개발(주택정비),1)조합, 368 
부산광역시,수영구,광안5,4)조합설립인가,1)재개발(주택정비),1)조합,2058 
부산광역시,동래구,사직4,4)조합설립인가,1)재개발(주택정비),1)조합,1712 
부산광역시,동래구,수안1,4)조합설립인가,1)재개발(주택정비),1)조합, 870 
부산광역시,영도구,청학1,2)정비구역지정,1)재개발(주택정비),1)조합, 913 
부산광역시,수영구,망미5,4)조합설립인가,1)재개발(주택정비),1)조합,1791 
부산광역시,사상구,괘법1,3)추진위구성,1)재개발(주택정비),1)조합,2116 
부산광역시,연제구,연산13,3)추진위구성,1)재개발(주택정비),1)조합, 710 
부산광역시,동구,수정2,3)추진위구성,1)재개발(주택정비),2)토지등소유자, 670 
부산광역시,연제구,연산11,3)추진위구성,1)재개발(주택정비),1)조합, 943 
부산광역시,연제구,연산12,3)추진위구성,1)재개발(주택정비),1)조합,2051 
부산광역시,해운대구,대우마리나1·2차,3)추진위구성,3)재건축(공동주택),1)조합,0 
부산광역시,남구,용호1,3)추진위구성,1)재개발(주택정비),1)조합,2332 
부산광역시,금정구,금사1,3)추진위구성,1)재개발(주택정비),1)조합,2630 
부산광역시,사하구,하단2,4)조합설립인가,1)재개발(주택정비),1)조합, 해당없음 
부산광역시,사하구,하단3,3)추진위구성,1)재개발(주택정비),1)조합, 해당없음 
부산광역시,남구,용호12,2)정비구역지정,1)재개발(주택정비),1)조합, 505 
부산광역시,동래구,명장5,4)조합설립인가,1)재개발(주택정비),1)조합,2183 
부산광역시,동래구,안락1,4)조합설립인가,1)재개발(주택정비),1)조합,1535 
부산광역시,북구,덕천3,3)추진위구성,1)재개발(주택정비),1)조합,1599 
부산광역시,북구,덕천1,3)추진위구성,1)재개발(주택정비),1)조합, 525 
