시도,시군구,구역명칭,현 사업추진단계,사업유형,사업시행자,공급 예정 세대수
부산광역시,사상구,학장1재건축,4)조합설립인가,3)재건축(공동주택),1)조합, 해당없음 
부산광역시,사상구,주례2재건축,2)정비구역지정,3)재건축(공동주택),1)조합, 해당없음 
부산광역시,사상구,주례1재건축,3)추진위구성,3)재건축(공동주택),1)조합, 해당없음 
부산광역시,사상구,주례4재개발,2)정비구역지정,1)재개발(주택정비),1)조합, 해당없음 
부산광역시,동구,수정3,3)추진위구성,1)재개발(주택정비),1)조합, 624 
부산광역시,남구,용호4,4)조합설립인가,1)재개발(주택정비),1)조합, 916 
부산광역시,남구,용호7,4)조합설립인가,1)재개발(주택정비),1)조합,1112 
부산광역시,남구,용호A,3)추진위구성,1)재개발(주택정비),1)조합, 908 
부산광역시,남구,감만2,2)정비구역지정,1)재개발(주택정비),2)토지등소유자, 920 
부산광역시,부산진구,가야5,3)추진위구성,1)재개발(주택정비),1)조합, 478 
부산광역시,부산진구,양정4,3)추진위구성,1)재개발(주택정비),1)조합, 305 
부산광역시,해운대구,대우마리나3차,3)추진위구성,3)재건축(공동주택),1)조합,0 
부산광역시,북구,만덕1구역재개발사업,3)추진위구성,1)재개발(주택정비),2)토지등소유자, 731 
부산광역시,수영구,광안7,3)추진위구성,1)재개발(주택정비),2)토지등소유자,0 
부산광역시,중구,영주1,3)추진위구성,1)재개발(주택정비),1)조합, 489 
부산광역시,사상구,주례3구역,2)정비구역지정,2)재개발(도시정비),1)조합,0 
부산광역시,남구,문현6구역재개발정비사업,4)조합설립인가,1)재개발(주택정비),1)조합,0 
부산광역시,사하구,당리4,3)추진위구성,1)재개발(주택정비),1)조합, 495 
서울특별시,강남구,개포주공5단지,6)관리처분인가,3)재건축(공동주택),1)조합,1279 
서울특별시,강남구,"개포주공6,7단지",5)사업시행인가,3)재건축(공동주택),1)조합,2698 
서울특별시,강남구,도곡삼익아파트,3)추진위구성,3)재건축(공동주택),1)조합, 369 
서울특별시,강남구,압구정특별계획구역3,4)조합설립인가,3)재건축(공동주택),1)조합,4121 
서울특별시,강남구,압구정특별계획구역4,4)조합설립인가,3)재건축(공동주택),1)조합,1341 
서울특별시,강남구,압구정특별계획구역5,4)조합설립인가,3)재건축(공동주택),1)조합,1232 
서울특별시,강남구,압구정한양7차아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 268 
서울특별시,강남구,은마아파트,4)조합설립인가,3)재건축(공동주택),1)조합,5893 
서울특별시,강남구,대치우성1차아파트,5)사업시행인가,3)재건축(공동주택),1)조합, 712 
서울특별시,강남구,도곡개포한신아파트,6)관리처분인가,3)재건축(공동주택),1)조합, 825 
서울특별시,강남구,도곡삼호아파트,7)착공,3)재건축(공동주택),1)조합, 308 
서울특별시,강남구,일원개포한신아파트,6)관리처분인가,3)재건축(공동주택),1)조합, 483 
서울특별시,강남구,"역삼동(758,은하수,760)",7)착공,3)재건축(공동주택),1)조합, 237 
서울특별시,강남구,대치쌍용1차아파트,5)사업시행인가,3)재건축(공동주택),1)조합, 999 
서울특별시,강남구,대치쌍용2차아파트,5)사업시행인가,3)재건축(공동주택),1)조합, 560 
서울특별시,강동구,삼익파크아파트,6)관리처분인가,3)재건축(공동주택),1)조합,1384 
서울특별시,강동구,삼익맨숀아파트,4)조합설립인가,3)재건축(공동주택),1)조합,1169 
서울특별시,강동구,천호3촉진(천호),7)착공,3)재건축(공동주택),1)조합, 535 
서울특별시,강동구,목화연립,5)사업시행인가,3)재건축(공동주택),1)조합, 47 
서울특별시,강북구,미아제4-1,4)조합설립인가,4)재건축(단독주택),1)조합,1015 
서울특별시,강북구,미아제9-2,5)사업시행인가,4)재건축(단독주택),1)조합,1758 
서울특별시,강북구,미아제11,4)조합설립인가,1)재개발(주택정비),1)조합, 663 
서울특별시,강북구,미아2재정비촉진,4)조합설립인가,1)재개발(주택정비),1)조합,3519 
서울특별시,강북구,미아3재정비촉진,6)관리처분인가,1)재개발(주택정비),1)조합,1037 
서울특별시,강북구,미아4재정비촉진,6)관리처분인가,4)재건축(단독주택),1)조합, 493 
서울특별시,강북구,강북3재정비촉진,6)관리처분인가,2)재개발(도시정비),6)지정개발자, 920 
서울특별시,강북구,미아3(주환),5)사업시행인가,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,강북구,미아4(주환),5)사업시행인가,5)주거환경개선,"3)공공(지자체/시장,군수 등)", 615 
서울특별시,강북구,미아5(주환),5)사업시행인가,5)주거환경개선,"3)공공(지자체/시장,군수 등)",2017 
서울특별시,강북구,수유1(주환),5)사업시행인가,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,강북구,수유2(주환),5)사업시행인가,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,강북구,수유3(주환),5)사업시행인가,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,강북구,미아1(주환),5)사업시행인가,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,강북구,미아2(주환),5)사업시행인가,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,강서구,신안빌라,4)조합설립인가,3)재건축(공동주택),6)지정개발자, 365 
서울특별시,강서구,등촌1,7)착공,4)재건축(단독주택),1)조합, 543 
서울특별시,강서구,방화3재정비촉진,5)사업시행인가,4)재건축(단독주택),1)조합,1476 
서울특별시,강서구,방화6재정비촉진,7)착공,4)재건축(단독주택),1)조합, 557 
서울특별시,관악구,봉천제14,5)사업시행인가,1)재개발(주택정비),1)조합,1571 
서울특별시,관악구,봉천제4-1-3,5)사업시행인가,1)재개발(주택정비),5)공동(2개이상), 855 
서울특별시,관악구,봉천1-1,5)사업시행인가,4)재건축(단독주택),1)조합, 807 
서울특별시,관악구,미성아파트(관악),5)사업시행인가,3)재건축(공동주택),1)조합, 490 
서울특별시,광진구,자양7(재건축),4)조합설립인가,4)재건축(단독주택),1)조합, 917 
서울특별시,광진구,자양5재정비촉진,2)정비구역지정,2)재개발(도시정비),2)토지등소유자, 840 
서울특별시,구로구,고척제4,7)착공,1)재개발(주택정비),1)조합, 983 
서울특별시,구로구,보광아파트,5)사업시행인가,3)재건축(공동주택),1)조합, 675 
서울특별시,구로구,고척동산업인아파트,5)사업시행인가,3)재건축(공동주택),1)조합, 367 
서울특별시,구로구,대흥·성원·동진빌라,5)사업시행인가,3)재건축(공동주택),1)조합,1148 
서울특별시,구로구,오류동현대연립,6)관리처분인가,3)재건축(공동주택),1)조합, 447 
서울특별시,구로구,길훈아파트,7)착공,4)재건축(단독주택),1)조합, 295 
서울특별시,구로구,개봉3,4)조합설립인가,4)재건축(단독주택),1)조합,2177 
서울특별시,금천구,무지개아파트(남서울무지개아파트),5)사업시행인가,3)재건축(공동주택),1)조합, 993 
서울특별시,금천구,시흥동현대아파트,7)착공,3)재건축(공동주택),6)지정개발자, 219 
서울특별시,금천구,금하마을,2)정비구역지정,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,노원구,중계본동,6)관리처분인가,1)재개발(주택정비),"4)공공(LH,SH,GH)",3178 
서울특별시,노원구,상계1재정비촉진,6)관리처분인가,1)재개발(주택정비),1)조합,1388 
서울특별시,노원구,상계2재정비촉진,5)사업시행인가,1)재개발(주택정비),1)조합,2200 
서울특별시,노원구,상계5재정비촉진,4)조합설립인가,1)재개발(주택정비),1)조합,2042 
서울특별시,노원구,동신아파트,6)관리처분인가,3)재건축(공동주택),1)조합,1029 
서울특별시,노원구,월계동487-17일대(재해관리),7)착공,4)재건축(단독주택),1)조합, 355 
서울특별시,도봉구,무수골,2)정비구역지정,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,도봉구,새동네안골,2)정비구역지정,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,도봉구,도봉제2구역,7)착공,1)재개발(주택정비),1)조합, 299 
서울특별시,동대문구,"이문3재정비촉진(3-1지구,3-2지구)",7)착공,1)재개발(주택정비),1)조합,4321 
서울특별시,동대문구,이문4재정비촉진,6)관리처분인가,1)재개발(주택정비),1)조합,3628 
서울특별시,동대문구,전농8,4)조합설립인가,1)재개발(주택정비),1)조합,1750 
서울특별시,동대문구,전농12,4)조합설립인가,1)재개발(주택정비),1)조합, 297 
서울특별시,동대문구,"용두1-1,4,6지구",4)조합설립인가,2)재개발(도시정비),1)조합,0 
서울특별시,동대문구,용두1-2지구,5)사업시행인가,2)재개발(도시정비),6)지정개발자, 299 
서울특별시,동대문구,용두1-5지구,4)조합설립인가,2)재개발(도시정비),2)토지등소유자, 324 
서울특별시,동대문구,전농,5)사업시행인가,2)재개발(도시정비),1)조합,1104 
서울특별시,동대문구,용두1지구,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,동대문구,용두2지구,2)정비구역지정,2)재개발(도시정비),1)조합, 433 
서울특별시,동대문구,용두6지구,3)추진위구성,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,동대문구,용두7지구,3)추진위구성,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,동대문구,용두8지구,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,동대문구,장안현대아파트,5)사업시행인가,3)재건축(공동주택),1)조합, 746 
서울특별시,동대문구,제기1(경동미주아파트),7)착공,3)재건축(공동주택),6)지정개발자, 351 
서울특별시,동대문구,용두1,5)사업시행인가,5)주거환경개선,"3)공공(지자체/시장,군수 등)",1054 
서울특별시,동대문구,제기3,5)사업시행인가,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,동대문구,제기제6,6)관리처분인가,1)재개발(주택정비),1)조합, 423 
서울특별시,동대문구,제기제4,6)관리처분인가,1)재개발(주택정비),1)조합, 909 
서울특별시,동대문구,청량리제7,7)착공,1)재개발(주택정비),1)조합, 761 
서울특별시,동대문구,청량리제6,4)조합설립인가,1)재개발(주택정비),1)조합,1493 
서울특별시,동대문구,청량리제8,6)관리처분인가,1)재개발(주택정비),1)조합, 610 
서울특별시,동작구,흑석1재정비촉진,4)조합설립인가,1)재개발(주택정비),1)조합, 489 
서울특별시,동작구,흑석9재정비촉진,7)착공,1)재개발(주택정비),1)조합,1536 
서울특별시,동작구,흑석11재정비촉진,7)착공,1)재개발(주택정비),1)조합,1515 
서울특별시,동작구,노량진1재정비촉진,5)사업시행인가,1)재개발(주택정비),1)조합,2992 
서울특별시,동작구,노량진2재정비촉진,7)착공,1)재개발(주택정비),1)조합, 404 
서울특별시,동작구,노량진3재정비촉진,6)관리처분인가,1)재개발(주택정비),1)조합,1012 
서울특별시,동작구,노량진4재정비촉진,6)관리처분인가,1)재개발(주택정비),1)조합, 860 
서울특별시,동작구,노량진5재정비촉진,6)관리처분인가,1)재개발(주택정비),1)조합, 727 
서울특별시,동작구,노량진6재정비촉진,7)착공,1)재개발(주택정비),1)조합,1499 
서울특별시,동작구,노량진7재정비촉진,6)관리처분인가,1)재개발(주택정비),1)조합, 576 
서울특별시,동작구,노량진8재정비촉진,7)착공,1)재개발(주택정비),1)조합, 987 
서울특별시,동작구,사당5,5)사업시행인가,4)재건축(단독주택),1)조합, 510 
서울특별시,마포구,공덕제6,5)사업시행인가,1)재개발(주택정비),1)조합, 166 
서울특별시,마포구,공덕1(재건축),7)착공,4)재건축(단독주택),1)조합,1101 
서울특별시,마포구,마포로3구역3지구,7)착공,2)재개발(도시정비),1)조합, 239 
서울특별시,서대문구,연희제1(재개발),7)착공,1)재개발(주택정비),1)조합, 959 
서울특별시,서대문구,영천,7)착공,1)재개발(주택정비),1)조합, 199 
서울특별시,서대문구,홍은제13,7)착공,1)재개발(주택정비),1)조합, 827 
서울특별시,서대문구,가재울뉴타운7,4)조합설립인가,1)재개발(주택정비),1)조합,1430 
서울특별시,서대문구,북아현2재정비촉진,5)사업시행인가,1)재개발(주택정비),1)조합,2320 
서울특별시,서대문구,북아현3재정비촉진,5)사업시행인가,1)재개발(주택정비),1)조합,4739 
서울특별시,서대문구,가재울8재정비촉진,7)착공,2)재개발(도시정비),1)조합, 283 
서울특별시,서대문구,북가좌제6,4)조합설립인가,4)재건축(단독주택),1)조합,1984 
서울특별시,서대문구,홍은제5,4)조합설립인가,4)재건축(단독주택),1)조합, 602 
서울특별시,서대문구,홍제3(재건축),6)관리처분인가,4)재건축(단독주택),1)조합, 634 
서울특별시,서대문구,현저2,2)정비구역지정,5)주거환경개선,2)토지등소유자,0 
서울특별시,서대문구,홍은2-2,7)착공,5)주거환경개선,2)토지등소유자, 305 
서울특별시,서대문구,홍제3(도시환경),3)추진위구성,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,서대문구,홍제제2(도시환경),4)조합설립인가,2)재개발(도시정비),1)조합, 124 
서울특별시,서대문구,신촌1-1,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,서대문구,"신촌지역(서대문,신촌1-2)",2)정비구역지정,2)재개발(도시정비),2)토지등소유자, 196 
서울특별시,서대문구,신촌2-1,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,서대문구,신촌(서대문)2-2,7)착공,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,서대문구,신촌2-3,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,서대문구,마포로5구역제2지구,4)조합설립인가,2)재개발(도시정비),1)조합, 192 
서울특별시,서초구,"반포주공1단지(1,2,4주구)",7)착공,3)재건축(공동주택),1)조합,5007 
서울특별시,서초구,반포아파트(3주구),7)착공,3)재건축(공동주택),1)조합,2091 
서울특별시,서초구,방배삼익,7)착공,3)재건축(공동주택),1)조합, 707 
서울특별시,서초구,방배신삼호아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 857 
서울특별시,서초구,서초신동아아파트,7)착공,3)재건축(공동주택),1)조합,1161 
서울특별시,서초구,서초진흥아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 857 
서울특별시,서초구,신반포12차아파트,6)관리처분인가,3)재건축(공동주택),1)조합, 432 
서울특별시,서초구,신반포16차아파트,6)관리처분인가,3)재건축(공동주택),1)조합, 468 
서울특별시,서초구,신반포18차337동,7)착공,3)재건축(공동주택),1)조합, 178 
서울특별시,서초구,신반포21차아파트,7)착공,3)재건축(공동주택),1)조합, 251 
서울특별시,서초구,신반포22차아파트,7)착공,3)재건축(공동주택),1)조합, 160 
서울특별시,서초구,신반포27차아파트,6)관리처분인가,3)재건축(공동주택),1)조합, 210 
서울특별시,서초구,신반포4차아파트,4)조합설립인가,3)재건축(공동주택),1)조합,1828 
서울특별시,서초구,신반포7차아파트,17)사업시행자지정,3)재건축(공동주택),5)공동(2개이상),1045 
서울특별시,서초구,신반포궁전아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 249 
서울특별시,서초구,방배5,7)착공,4)재건축(단독주택),1)조합,3064 
서울특별시,서초구,방배7,5)사업시행인가,4)재건축(단독주택),1)조합, 316 
서울특별시,서초구,방배13,6)관리처분인가,4)재건축(단독주택),1)조합,2217 
서울특별시,서초구,방배14,6)관리처분인가,4)재건축(단독주택),5)공동(2개이상), 487 
서울특별시,서초구,삼호가든5차아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 305 
서울특별시,서초구,방배삼호아파트,3)추진위구성,3)재건축(공동주택),1)조합,8804 
서울특별시,서초구,신반포2차아파트,4)조합설립인가,3)재건축(공동주택),1)조합,1572 
서울특별시,성동구,성수전략정비구역제1지구,4)조합설립인가,1)재개발(주택정비),1)조합,2909 
서울특별시,성동구,성수전략정비구역제2지구,4)조합설립인가,1)재개발(주택정비),1)조합,2907 
서울특별시,성동구,성수전략정비구역제3지구,4)조합설립인가,1)재개발(주택정비),1)조합,1852 
서울특별시,성동구,성수전략정비구역제4지구,4)조합설립인가,1)재개발(주택정비),1)조합,1579 
서울특별시,성동구,용답동,7)착공,1)재개발(주택정비),1)조합,1670 
서울특별시,성동구,행당제7,7)착공,1)재개발(주택정비),1)조합, 949 
서울특별시,성동구,금호제16,6)관리처분인가,1)재개발(주택정비),1)조합, 595 
서울특별시,성동구,응봉1(재건축),5)사업시행인가,4)재건축(단독주택),1)조합, 525 
서울특별시,성동구,한남하이츠,5)사업시행인가,3)재건축(공동주택),1)조합, 790 
서울특별시,성동구,성수동장미아파트,7)착공,3)재건축(공동주택),6)지정개발자, 287 
서울특별시,성동구,장안평중고차매매센터,4)조합설립인가,2)재개발(도시정비),1)조합, 해당없음 
서울특별시,성북구,장위3재정비촉진,3)추진위구성,1)재개발(주택정비),1)조합,1078 
서울특별시,성북구,장위4재정비촉진,7)착공,1)재개발(주택정비),1)조합,2840 
서울특별시,성북구,장위6재정비촉진,7)착공,1)재개발(주택정비),1)조합,1637 
서울특별시,성북구,장위10재정비촉진,6)관리처분인가,1)재개발(주택정비),1)조합,2004 
서울특별시,성북구,장위14재정비촉진,4)조합설립인가,1)재개발(주택정비),1)조합,2469 
서울특별시,성북구,길음5재정비촉진,4)조합설립인가,1)재개발(주택정비),1)조합, 808 
서울특별시,성북구,신월곡1,6)관리처분인가,2)재개발(도시정비),1)조합,2244 
서울특별시,성북구,신길음1,4)조합설립인가,2)재개발(도시정비),1)조합, 405 
서울특별시,성북구,삼선제5,7)착공,1)재개발(주택정비),1)조합,1223 
서울특별시,성북구,보문제5,7)착공,1)재개발(주택정비),1)조합, 199 
서울특별시,성북구,동소문제2,4)조합설립인가,1)재개발(주택정비),1)조합, 615 
서울특별시,성북구,정릉골,6)관리처분인가,1)재개발(주택정비),1)조합,1442 
서울특별시,성북구,성북제2,5)사업시행인가,1)재개발(주택정비),1)조합, 191 
서울특별시,성북구,동선제2,6)관리처분인가,1)재개발(주택정비),1)조합, 334 
서울특별시,성북구,돈암제6,5)사업시행인가,1)재개발(주택정비),1)조합, 900 
서울특별시,성북구,안암제1,2)정비구역지정,4)재건축(단독주택),1)조합, 427 
서울특별시,송파구,가락1차현대아파트,5)사업시행인가,3)재건축(공동주택),1)조합, 842 
서울특별시,송파구,삼환가락아파트,6)관리처분인가,3)재건축(공동주택),1)조합,1101 
서울특별시,송파구,가락극동아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 999 
서울특별시,송파구,가락상아1차아파트,6)관리처분인가,3)재건축(공동주택),1)조합, 405 
서울특별시,송파구,가락프라자아파트,6)관리처분인가,3)재건축(공동주택),1)조합,1068 
서울특별시,송파구,가락삼익맨숀,6)관리처분인가,3)재건축(공동주택),1)조합,1531 
서울특별시,송파구,"장미1,2,3차아파트",4)조합설립인가,3)재건축(공동주택),1)조합,3522 
서울특별시,송파구,송파한양2차아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 744 
서울특별시,송파구,"잠실우성1,2,3차아파트",4)조합설립인가,3)재건축(공동주택),1)조합,2680 
서울특별시,송파구,잠실우성4차아파트,6)관리처분인가,3)재건축(공동주택),1)조합, 825 
서울특별시,송파구,잠실주공5단지,4)조합설립인가,3)재건축(공동주택),1)조합,6491 
서울특별시,송파구,마천1재정비촉진,4)조합설립인가,1)재개발(주택정비),1)조합,2413 
서울특별시,송파구,마천3재정비촉진,5)사업시행인가,1)재개발(주택정비),1)조합,2364 
서울특별시,송파구,마천4재정비촉진,6)관리처분인가,1)재개발(주택정비),1)조합,1254 
서울특별시,송파구,한양3차아파트,5)사업시행인가,3)재건축(공동주택),1)조합, 507 
서울특별시,양천구,신정재정비촉진지구제1구역3지구,5)사업시행인가,1)재개발(주택정비),1)조합, 211 
서울특별시,양천구,신정3재정비촉진구역1지구,3)추진위구성,2)재개발(도시정비),1)조합, 155 
서울특별시,양천구,신정3재정비촉진구역2지구,3)추진위구성,2)재개발(도시정비),1)조합, 155 
서울특별시,양천구,신정4재정비촉진,6)관리처분인가,4)재건축(단독주택),1)조합,1713 
서울특별시,영등포구,신길10재정비촉진,6)관리처분인가,4)재건축(단독주택),6)지정개발자, 812 
서울특별시,영등포구,신길13재정비촉진,5)사업시행인가,3)재건축(공동주택),5)공동(2개이상), 586 
서울특별시,영등포구,영등포1-2재정비촉진,5)사업시행인가,2)재개발(도시정비),1)조합, 218 
서울특별시,영등포구,영등포1-11재정비촉진,5)사업시행인가,2)재개발(도시정비),1)조합, 818 
서울특별시,영등포구,영등포1-12재정비촉진,4)조합설립인가,2)재개발(도시정비),1)조합, 413 
서울특별시,영등포구,영등포1-13재정비촉진,7)착공,2)재개발(도시정비),1)조합, 659 
서울특별시,영등포구,양평제12,7)착공,2)재개발(도시정비),1)조합, 707 
서울특별시,영등포구,양평제13,5)사업시행인가,2)재개발(도시정비),5)공동(2개이상), 557 
서울특별시,영등포구,양평제14,2)정비구역지정,2)재개발(도시정비),"4)공공(LH,SH,GH)", 258 
서울특별시,영등포구,신길역세권,4)조합설립인가,2)재개발(도시정비),1)조합, 999 
서울특별시,영등포구,유원제일2차아파트,5)사업시행인가,3)재건축(공동주택),1)조합, 703 
서울특별시,영등포구,신길제2구역,5)사업시행인가,1)재개발(주택정비),1)조합,2550 
서울특별시,영등포구,신길삼성아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 562 
서울특별시,영등포구,신동아아파트(양평),4)조합설립인가,3)재건축(공동주택),1)조합, 563 
서울특별시,영등포구,유원제일1차아파트,7)착공,3)재건축(공동주택),1)조합, 550 
서울특별시,영등포구,남성아파트,5)사업시행인가,3)재건축(공동주택),1)조합, 488 
서울특별시,영등포구,문래진주아파트,7)착공,3)재건축(공동주택),1)조합, 324 
서울특별시,영등포구,문래동4가,4)조합설립인가,2)재개발(도시정비),1)조합, 41 
서울특별시,영등포구,광장아파트28,4)조합설립인가,3)재건축(공동주택),6)지정개발자, 576 
서울특별시,영등포구,여의도수정아파트,2)정비구역지정,3)재건축(공동주택),6)지정개발자, 657 
서울특별시,영등포구,미성아파트,3)추진위구성,3)재건축(공동주택),1)조합, 353 
서울특별시,영등포구,여의도시범아파트,4)조합설립인가,3)재건축(공동주택),6)지정개발자,2493 
서울특별시,영등포구,양평제10,3)추진위구성,2)재개발(도시정비),1)조합,0 
서울특별시,영등포구,목화아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 428 
서울특별시,용산구,한남2재정비촉진,6)관리처분인가,1)재개발(주택정비),1)조합,1537 
서울특별시,용산구,한남3재정비촉진,6)관리처분인가,1)재개발(주택정비),1)조합,5988 
서울특별시,용산구,한남4재정비촉진,5)사업시행인가,1)재개발(주택정비),1)조합,2257 
서울특별시,용산구,한남5재정비촉진,4)조합설립인가,1)재개발(주택정비),1)조합,2560 
서울특별시,용산구,청화아파트,3)추진위구성,3)재건축(공동주택),1)조합, 724 
서울특별시,용산구,산호아파트,5)사업시행인가,3)재건축(공동주택),1)조합, 647 
서울특별시,용산구,신동아아파트(서빙고),4)조합설립인가,3)재건축(공동주택),1)조합,1326 
서울특별시,용산구,한강맨션,6)관리처분인가,3)재건축(공동주택),1)조합,1441 
서울특별시,용산구,한강삼익아파트,5)사업시행인가,3)재건축(공동주택),1)조합, 329 
서울특별시,용산구,왕궁아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 300 
서울특별시,용산구,강변·강서아파트,17)사업시행자지정,3)재건축(공동주택),5)공동(2개이상), 204 
서울특별시,용산구,동자동2,6)관리처분인가,2)재개발(도시정비),6)지정개발자, 70 
서울특별시,용산구,용산역전면제1-2,3)추진위구성,2)재개발(도시정비),1)조합,0 
서울특별시,용산구,한강로,4)조합설립인가,2)재개발(도시정비),1)조합,0 
서울특별시,용산구,신용산역북측제1,5)사업시행인가,2)재개발(도시정비),1)조합, 337 
서울특별시,용산구,신용산역북측제2,5)사업시행인가,2)재개발(도시정비),1)조합, 340 
서울특별시,용산구,신용산역북측제3구역,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,용산구,정비창전면제1,4)조합설립인가,2)재개발(도시정비),1)조합, 777 
서울특별시,용산구,정비창전면2,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,용산구,정비창전면제3,4)조합설립인가,2)재개발(도시정비),1)조합, 128 
서울특별시,용산구,청파제1,4)조합설립인가,1)재개발(주택정비),1)조합, 697 
서울특별시,은평구,수색8재정비촉진,6)관리처분인가,1)재개발(주택정비),1)조합, 578 
서울특별시,은평구,증산5재정비촉진,6)관리처분인가,1)재개발(주택정비),1)조합,1704 
서울특별시,은평구,불광1(재건축),5)사업시행인가,4)재건축(단독주택),6)지정개발자, 499 
서울특별시,은평구,신사1,7)착공,4)재건축(단독주택),1)조합, 424 
서울특별시,은평구,갈현제1,7)착공,1)재개발(주택정비),1)조합,4116 
서울특별시,은평구,대조제1,7)착공,1)재개발(주택정비),1)조합,2451 
서울특별시,은평구,불광제5,6)관리처분인가,1)재개발(주택정비),1)조합,2387 
서울특별시,종로구,신영제1,6)관리처분인가,1)재개발(주택정비),1)조합, 199 
서울특별시,종로구,세운2,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,세운4,6)관리처분인가,2)재개발(도시정비),"4)공공(LH,SH,GH)",0 
서울특별시,종로구,돈의문2재정비촉진,6)관리처분인가,2)재개발(도시정비),2)토지등소유자, 228 
서울특별시,종로구,내자필운구역2-1지구(내자동),2)정비구역지정,2)재개발(도시정비),2)토지등소유자, 199 
서울특별시,종로구,내자필운구역2-2지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,사직2,2)정비구역지정,2)재개발(도시정비),1)조합, 534 
서울특별시,종로구,종로6가,2)정비구역지정,2)재개발(도시정비),2)토지등소유자, 234 
서울특별시,종로구,중학2-2지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,이화동성곽마을,2)정비구역지정,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,종로구,충신동성곽마을,2)정비구역지정,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,종로구,옥인동47번지일대,2)정비구역지정,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,중구,신당제8,6)관리처분인가,1)재개발(주택정비),1)조합,1159 
서울특별시,중구,다산권성곽마을,2)정비구역지정,5)주거환경개선,"4)공공(LH,SH,GH)",0 
서울특별시,중구,서울역-서대문1·2구역제1지구,7)착공,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,중구,수표,7)착공,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,중구,을지로3가구역제3지구,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,중구,을지로3가구역제4지구,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,중구,을지로3가구역제5지구,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,중구,을지로3가구역제6지구,7)착공,2)재개발(도시정비),6)지정개발자, 해당없음 
서울특별시,중구,을지로3가구역제7지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,중구,을지로3가구역제8지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,중구,을지로3가구역제9지구,7)착공,2)재개발(도시정비),2)토지등소유자, 108 
서울특별시,중구,을지로3가구역제10지구,7)착공,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,중구,을지로3가구역제11지구,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,중구,을지로3가구역제12지구,7)착공,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,중구,을지로3가구역제13지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,중구,봉래제2지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,중구,봉래제3지구,6)관리처분인가,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,중구,봉래제4지구,2)정비구역지정,2)재개발(도시정비),1)조합,0 
